MSSubClass,MSZoning,LotArea,Utilities,Neighborhood,OverallCond,TotalBsmtSF,RoofMatl,BedroomAbvGr,Foundation,HouseStyle,CentralAir,ExterCond,GrLivArea,Fireplaces,KitchenAbvGr,TotRmsAbvGrd,GarageType,GarageArea,PavedDrive,SalePrice,Age
30,RM,8967,AllPub,IDOTRR,2,961,CompShg,2,BrkTil,1Story,Y,Fa,1077,0,1,6,Detchd,338,N,67000,87
60,FV,8125,AllPub,Somerst,5,1092,CompShg,2,PConc,2Story,Y,TA,1550,0,1,7,Attchd,438,Y,241000,3
120,RL,14963,AllPub,Veenker,5,1260,CompShg,1,PConc,1Story,Y,TA,1288,2,1,4,Attchd,500,Y,245500,12
20,RL,8767,AllPub,CollgCr,5,1310,CompShg,3,PConc,1Story,Y,TA,1310,1,1,6,Attchd,400,Y,164990,1
30,RL,10200,AllPub,Sawyer,8,672,CompShg,2,PConc,1Story,Y,TA,672,0,1,4,Detchd,240,N,108000,68
60,RL,12090,AllPub,NoRidge,5,1141,CompShg,4,PConc,2Story,Y,TA,2263,1,1,10,BuiltIn,420,Y,258000,8
60,RL,10364,AllPub,Gilbert,5,806,CompShg,3,PConc,2Story,Y,TA,1572,1,1,7,BuiltIn,373,Y,168000,12
20,RL,9991,AllPub,Sawyer,4,1281,CompShg,3,CBlock,1Story,Y,TA,1620,1,1,8,Attchd,490,Y,150000,33
50,RL,10480,AllPub,SWISU,5,1064,CompShg,3,BrkTil,1.5Fin,Y,TA,1639,0,1,6,Detchd,240,Y,115000,72
70,RL,15576,AllPub,Crawfor,7,840,CompShg,4,BrkTil,2Story,Y,TA,1680,0,1,8,Attchd,308,Y,177000,93
60,RL,14154,AllPub,NridgHt,5,1063,CompShg,3,PConc,2Story,Y,TA,2172,1,1,9,Attchd,947,Y,280000,1
60,FV,10800,AllPub,Somerst,5,1034,CompShg,3,PConc,2Story,Y,TA,2078,1,1,8,Attchd,836,Y,339750,1
20,RL,9571,AllPub,Edwards,3,1276,CompShg,3,CBlock,1Story,Y,Fa,1276,0,1,5,Attchd,350,Y,60000,51
190,RL,34650,AllPub,Gilbert,5,1056,CompShg,3,CBlock,1Story,N,TA,1056,0,1,5,Attchd,572,Y,145000,51
20,FV,4403,AllPub,Somerst,5,1470,CompShg,2,PConc,1Story,Y,TA,1478,1,1,7,Attchd,484,Y,222000,1
30,RM,8960,AllPub,OldTown,6,1008,CompShg,2,CBlock,1Story,Y,TA,1028,1,1,5,Detchd,360,Y,115000,83
60,RL,11228,AllPub,SawyerW,5,1080,CompShg,3,PConc,2Story,Y,TA,2097,1,1,9,Attchd,678,Y,228000,15
20,RL,8899,AllPub,Gilbert,5,1340,CompShg,3,PConc,1Story,Y,TA,1340,0,1,6,Attchd,396,Y,181134,0
60,RL,7844,AllPub,Sawyer,7,672,CompShg,3,CBlock,2Story,Y,TA,1400,1,1,6,Attchd,440,Y,149500,28
70,RL,22420,AllPub,Crawfor,6,1370,CompShg,4,BrkTil,2Story,N,TA,2624,1,1,10,Detchd,864,N,239000,89
50,RL,8160,AllPub,Edwards,6,756,CompShg,3,BrkTil,1.5Fin,N,TA,1134,0,1,7,Detchd,240,P,126000,67
20,RL,8450,AllPub,NAmes,6,1056,CompShg,3,CBlock,1Story,Y,TA,1056,1,1,6,Attchd,304,Y,142000,42
90,RM,7060,AllPub,Mitchel,5,1344,CompShg,2,PConc,SFoyer,Y,Gd,1344,0,2,8,Attchd,784,Y,206300,11
20,RL,16635,AllPub,NWAmes,7,1602,CompShg,3,CBlock,1Story,Y,TA,1602,1,1,8,Attchd,529,Y,215000,32
20,RL,21750,AllPub,Mitchel,5,988,CompShg,2,CBlock,1Story,Y,TA,988,0,1,4,Attchd,520,N,113000,54
60,RL,9200,AllPub,NoRidge,5,1470,CompShg,4,PConc,2Story,Y,TA,2630,1,1,8,Attchd,696,Y,315000,10
20,RL,9000,AllPub,NAmes,5,1196,CompShg,2,CBlock,1Story,Y,TA,1196,1,1,6,Attchd,297,Y,139000,52
60,RM,3378,AllPub,OldTown,8,651,CompShg,3,CBlock,2Story,Y,Gd,1389,2,1,6,Detchd,240,P,135000,63
80,RL,12800,AllPub,SawyerW,5,1518,CompShg,2,PConc,SLvl,Y,TA,1644,1,1,5,Attchd,569,Y,275000,20
20,RL,8593,AllPub,NAmes,6,907,CompShg,3,CBlock,1Story,Y,TA,907,0,1,5,Detchd,352,Y,109008,51
20,RL,6762,AllPub,CollgCr,5,1208,CompShg,2,PConc,1Story,Y,TA,1208,0,1,6,Attchd,628,Y,195400,0
20,RL,11457,AllPub,Timber,5,1392,CompShg,3,CBlock,1Story,Y,TA,1412,1,1,6,Attchd,576,Y,175000,21
160,RM,1680,AllPub,BrDale,5,483,CompShg,2,CBlock,2Story,Y,TA,987,0,1,4,Detchd,264,Y,85400,37
50,RM,5586,AllPub,OldTown,7,901,CompShg,4,BrkTil,1.5Fin,Y,TA,1198,0,1,7,,0,N,79900,88
160,RM,1920,AllPub,BrDale,5,765,CompShg,2,CBlock,2Story,Y,TA,1365,0,1,6,Detchd,440,Y,122500,36
60,RL,10839,AllPub,Gilbert,5,926,CompShg,3,PConc,2Story,Y,TA,1604,1,1,7,Attchd,470,Y,181000,11
180,RM,1890,AllPub,MeadowV,7,630,CompShg,1,CBlock,SFoyer,Y,Gd,630,0,1,3,,0,Y,81000,36
60,RL,10667,AllPub,CollgCr,6,799,CompShg,3,PConc,2Story,Y,TA,1661,1,1,6,Attchd,550,Y,212000,13
50,RM,4400,AllPub,OldTown,8,648,CompShg,2,BrkTil,1.5Fin,Y,TA,1118,0,1,6,Detchd,440,Y,116000,86
45,RM,6000,AllPub,BrkSide,7,884,CompShg,2,PConc,1.5Unf,Y,TA,904,0,1,4,Detchd,180,Y,119000,83
30,RL,4280,AllPub,Crawfor,6,440,CompShg,2,PConc,1Story,N,TA,694,1,1,4,Detchd,352,P,90350,94
50,RL,12354,AllPub,Edwards,8,684,CompShg,3,BrkTil,1.5Fin,Y,TA,1196,0,1,7,Detchd,528,Y,110000,89
20,RL,15431,AllPub,NridgHt,5,3094,CompShg,2,PConc,1Story,Y,TA,2402,2,1,10,Attchd,672,Y,555000,1
90,RL,12108,AllPub,Edwards,4,1440,CompShg,4,CBlock,1Story,N,TA,1440,0,2,8,,0,Y,118000,53
50,RM,6240,AllPub,BrkSide,7,1078,CompShg,3,PConc,1.5Fin,Y,TA,1573,1,1,8,Detchd,360,P,162900,78
120,RL,3922,AllPub,Blmngtn,5,1258,CompShg,2,PConc,1Story,Y,TA,1258,1,1,6,Attchd,648,Y,172500,1
60,RL,8750,AllPub,CollgCr,5,915,CompShg,4,PConc,2Story,Y,Gd,1908,1,1,8,Attchd,493,Y,210000,14
20,RL,9855,AllPub,Edwards,5,1436,CompShg,3,CBlock,1Story,Y,TA,1689,1,1,7,Attchd,480,Y,127500,53
20,RL,16492,AllPub,NAmes,6,1517,CompShg,2,CBlock,1Story,Y,TA,1888,1,1,6,Attchd,578,Y,190000,44
60,RL,11214,AllPub,Gilbert,5,930,CompShg,4,PConc,2Story,Y,TA,1886,1,1,10,Attchd,431,Y,199900,8
50,RM,8600,AllPub,IDOTRR,6,780,CompShg,3,BrkTil,1.5Fin,Y,TA,1376,1,1,7,Detchd,198,N,119500,69
50,RM,6000,AllPub,OldTown,7,649,CompShg,2,CBlock,1.5Fin,Y,Gd,1183,0,1,6,Detchd,308,Y,120000,59
30,RM,5684,AllPub,OldTown,8,813,CompShg,2,BrkTil,1Story,Y,TA,813,0,1,5,Detchd,270,N,110000,76
20,RL,70761,AllPub,ClearCr,5,1533,WdShngl,2,CBlock,1Story,Y,TA,1533,2,1,5,Attchd,576,Y,280000,31
60,RL,9303,AllPub,Timber,5,872,CompShg,3,PConc,2Story,Y,TA,1756,0,1,7,Attchd,422,Y,204000,11
60,FV,9000,AllPub,Somerst,5,768,CompShg,3,PConc,2Story,Y,TA,1590,0,1,6,Attchd,676,Y,210000,1
90,RL,9297,AllPub,Mitchel,5,1728,CompShg,4,CBlock,1Story,Y,TA,1728,0,2,8,Detchd,560,Y,188000,30
20,RL,9600,AllPub,NWAmes,6,1242,CompShg,3,CBlock,1Story,Y,TA,1242,1,1,6,Attchd,528,Y,175500,34
70,RM,4571,AllPub,OldTown,5,624,CompShg,4,BrkTil,2Story,N,TA,1344,0,1,7,Detchd,513,Y,98000,92
20,RL,53227,AllPub,ClearCr,6,1364,Tar&Grv,2,CBlock,1Story,Y,TA,1663,2,1,6,Attchd,529,Y,256000,54
70,RM,5100,AllPub,OldTown,7,588,CompShg,3,PConc,2Story,Y,Gd,1666,1,1,7,Detchd,228,Y,161000,83
50,RL,7015,AllPub,BrkSide,4,709,CompShg,3,CBlock,1.5Fin,Y,TA,1203,1,1,5,Detchd,352,Y,110000,59
60,FV,8004,AllPub,Somerst,5,832,CompShg,3,PConc,2Story,Y,TA,1935,0,1,8,BuiltIn,552,Y,263435,0
70,RL,7200,AllPub,SWISU,9,560,CompShg,3,PConc,2Story,Y,Gd,1135,0,1,6,Detchd,576,Y,155000,73
20,RL,8281,AllPub,Sawyer,5,864,CompShg,3,CBlock,1Story,Y,TA,864,1,1,5,Detchd,360,Y,62383,44
70,RL,11988,AllPub,Crawfor,7,715,CompShg,3,CBlock,2Story,Y,TA,1660,1,1,6,Detchd,240,Y,188700,74
20,RL,8430,AllPub,CollgCr,5,1040,CompShg,3,CBlock,1Story,Y,TA,1040,0,1,5,,0,Y,124000,31
120,RM,3072,AllPub,Blmngtn,5,1375,CompShg,2,PConc,1Story,Y,TA,1414,1,1,6,Attchd,398,Y,178740,2
20,RL,10628,AllPub,NAmes,5,1277,Tar&Grv,2,CBlock,1Story,Y,Gd,1277,1,1,5,Attchd,526,Y,167000,37
70,RL,9480,AllPub,NAmes,7,728,CompShg,3,CBlock,2Story,Y,TA,1644,2,1,7,Attchd,312,Y,146500,65
20,RL,11428,AllPub,NridgHt,5,1626,CompShg,3,PConc,1Story,Y,TA,1634,1,1,7,Attchd,866,Y,250000,1
60,RL,9291,AllPub,SawyerW,5,832,CompShg,3,PConc,2Story,Y,TA,1710,0,1,7,Attchd,506,Y,187000,15
120,RL,6820,AllPub,StoneBr,5,1488,CompShg,1,PConc,1Story,Y,TA,1502,0,1,4,Attchd,528,Y,212000,25
60,RL,11952,AllPub,NWAmes,6,808,WdShake,3,CBlock,2Story,Y,TA,1969,1,1,8,Attchd,534,Y,190000,30
180,RM,3675,AllPub,Edwards,5,547,CompShg,2,PConc,SLvl,Y,TA,1072,0,1,5,Basment,525,Y,148000,3
20,RL,14977,AllPub,NridgHt,5,1976,CompShg,2,PConc,1Story,Y,TA,1976,1,1,7,Attchd,908,Y,440000,1
120,RL,5330,AllPub,StoneBr,5,1494,CompShg,2,PConc,1Story,Y,TA,1652,0,1,6,Attchd,499,Y,251000,7
20,RL,8480,AllPub,Sawyer,6,970,CompShg,2,CBlock,1Story,Y,TA,970,0,1,5,Detchd,624,Y,132500,44
20,RL,13125,AllPub,CollgCr,5,1478,CompShg,3,PConc,1Story,Y,TA,1493,1,1,7,Attchd,508,Y,208900,11
60,RL,13693,AllPub,NridgHt,5,2153,CompShg,3,PConc,2Story,Y,TA,2643,1,1,9,BuiltIn,694,Y,380000,1
20,RL,10637,AllPub,CollgCr,5,1705,CompShg,3,PConc,1Story,Y,TA,1718,1,1,7,Attchd,826,Y,297000,2
30,RM,5925,AllPub,OldTown,7,907,CompShg,2,BrkTil,1Story,Y,TA,1131,0,1,7,Detchd,672,Y,89471,70
20,RL,16033,AllPub,NridgHt,5,1833,CompShg,3,PConc,1Story,Y,TA,1850,1,1,8,Attchd,772,Y,326000,2
20,RL,11846,AllPub,NridgHt,5,1792,CompShg,2,PConc,1Story,Y,TA,1792,1,1,6,Attchd,874,Y,374000,3
70,RM,2500,AllPub,OldTown,8,910,CompShg,4,PConc,2Story,Y,TA,1826,1,1,7,Attchd,164,Y,155000,94
120,RM,4500,AllPub,Mitchel,5,1216,CompShg,2,PConc,1Story,Y,TA,1216,0,1,5,Attchd,402,Y,164000,8
20,RL,7758,AllPub,Sawyer,7,999,CompShg,3,CBlock,1Story,Y,Gd,999,0,1,6,Detchd,264,Y,132500,45
20,RL,9600,AllPub,NAmes,7,1113,CompShg,3,CBlock,1Story,Y,TA,1113,1,1,5,Attchd,264,Y,147000,59
20,RL,10289,AllPub,NAmes,7,1073,CompShg,3,CBlock,1Story,Y,TA,1073,0,1,6,Attchd,515,Y,156000,42
20,RL,12243,AllPub,NWAmes,6,1484,CompShg,3,CBlock,1Story,Y,TA,1484,1,1,7,Attchd,487,Y,175000,36
190,RL,10800,AllPub,OldTown,4,954,CompShg,3,CBlock,1.5Fin,N,Fa,2414,1,2,10,Attchd,520,N,160000,106
180,RM,1526,AllPub,MeadowV,8,630,CompShg,1,CBlock,SFoyer,Y,Gd,630,0,1,3,Attchd,286,Y,86000,39
160,RM,2665,AllPub,MeadowV,6,264,CompShg,3,PConc,2Story,Y,TA,1304,1,1,4,BuiltIn,336,Y,115000,32
50,RL,9490,AllPub,NAmes,7,806,CompShg,3,CBlock,1.5Fin,Y,TA,1578,2,1,5,Attchd,240,Y,133000,65
60,RL,15578,AllPub,Gilbert,5,728,CompShg,3,PConc,2Story,Y,TA,1456,0,1,8,Attchd,429,Y,172785,0
20,RL,7931,AllPub,NAmes,6,1269,CompShg,3,CBlock,1Story,Y,TA,1269,1,1,6,Detchd,308,Y,155000,48
30,RM,5784,AllPub,OldTown,8,190,CompShg,2,BrkTil,1Story,Y,TA,886,0,1,4,Attchd,273,Y,91300,71
30,C (all),7879,AllPub,IDOTRR,5,720,CompShg,2,CBlock,1Story,N,TA,720,0,1,4,,0,N,34900,89
20,RL,12692,AllPub,NoRidge,5,3200,CompShg,4,PConc,1Story,Y,TA,3228,1,1,10,Attchd,546,Y,430000,15
50,RL,9120,AllPub,BrkSide,6,1026,CompShg,4,PConc,1.5Fin,Y,Gd,1820,0,1,8,Detchd,240,N,184000,83
20,RL,7800,AllPub,Sawyer,7,864,CompShg,3,PConc,1Story,Y,TA,899,0,1,5,Attchd,288,Y,130000,42
20,RL,7535,AllPub,NAmes,7,912,CompShg,2,CBlock,1Story,Y,TA,912,0,1,5,Attchd,297,Y,120000,49
160,RM,1890,AllPub,BrDale,5,672,CompShg,3,CBlock,2Story,Y,TA,1218,0,1,7,Detchd,264,Y,113000,34
60,FV,9803,AllPub,Somerst,5,866,CompShg,3,PConc,2Story,Y,TA,1768,0,1,7,Attchd,603,Y,226700,3
20,RL,9170,AllPub,Edwards,7,1214,CompShg,2,CBlock,1Story,Y,TA,1214,0,1,6,Detchd,461,Y,140000,42
20,RL,15602,AllPub,Crawfor,8,1501,CompShg,1,CBlock,1Story,Y,TA,1801,2,1,6,Attchd,484,Y,289000,51
160,RL,2308,AllPub,NPkVill,5,855,CompShg,3,CBlock,2Story,Y,TA,1322,1,1,6,Attchd,440,Y,147000,35
90,RM,7596,AllPub,OldTown,5,960,CompShg,4,CBlock,2Story,Y,TA,1960,0,2,10,Detchd,400,N,124500,57
60,RL,9554,AllPub,SawyerW,5,777,CompShg,3,PConc,2Story,Y,TA,1911,1,1,8,Attchd,471,Y,215000,13
20,FV,7862,AllPub,Somerst,5,1218,CompShg,2,PConc,1Story,Y,TA,1218,0,1,4,Attchd,676,Y,208300,0
70,RM,9600,AllPub,OldTown,9,689,CompShg,3,BrkTil,2Story,Y,Ex,1378,1,1,7,Detchd,360,N,161000,80
20,RL,9600,AllPub,NAmes,6,1041,CompShg,3,CBlock,1Story,Y,TA,1041,0,1,6,Attchd,270,Y,124500,50
20,RL,14559,AllPub,NAmes,7,1008,CompShg,2,CBlock,1Story,Y,TA,1363,2,1,6,CarPort,288,Y,164900,58
120,RL,6792,AllPub,NridgHt,5,1368,CompShg,2,PConc,1Story,Y,TA,1368,1,1,6,Attchd,474,Y,202665,1
20,RL,9100,AllPub,NAmes,5,864,CompShg,3,CBlock,1Story,Y,TA,864,0,1,5,Detchd,624,Y,129900,48
20,RL,9187,AllPub,Mitchel,5,1084,CompShg,3,PConc,1Story,Y,Gd,1080,0,1,5,Attchd,484,Y,134000,24
45,RL,10594,AllPub,Crawfor,5,768,CompShg,2,BrkTil,1.5Unf,N,TA,789,0,1,5,Detchd,200,Y,96500,81
20,RL,12220,AllPub,NridgHt,5,2006,CompShg,3,CBlock,1Story,Y,TA,2020,1,1,9,Attchd,900,Y,402861,0
80,RL,10448,AllPub,NWAmes,6,689,CompShg,3,CBlock,SLvl,Y,TA,2119,1,1,7,Attchd,583,Y,158000,37
60,RL,10208,AllPub,NoRidge,5,1264,CompShg,3,PConc,2Story,Y,TA,2344,1,1,7,Attchd,889,Y,265000,13
60,RL,9531,AllPub,CollgCr,5,794,CompShg,3,PConc,2Story,Y,TA,1796,0,1,7,Attchd,546,Y,211000,9
70,RL,10918,AllPub,Crawfor,9,1276,CompShg,3,BrkTil,2Story,Y,TA,2080,2,1,9,Detchd,282,Y,234000,83
190,RL,10800,AllPub,OldTown,7,0,CompShg,3,BrkTil,2Story,N,TA,1294,0,2,7,,0,N,106250,108
20,RL,11988,AllPub,NAmes,6,1244,CompShg,3,CBlock,1Story,Y,TA,1244,2,1,6,Attchd,336,Y,150000,50
50,RM,5000,AllPub,BrkSide,7,1004,CompShg,3,CBlock,1.5Fin,Y,Gd,1664,2,1,7,Detchd,420,Y,159000,59
60,RL,40094,AllPub,Edwards,5,3138,CompShg,3,PConc,2Story,Y,TA,4676,1,1,11,BuiltIn,884,Y,184750,0
60,RL,11787,AllPub,NoRidge,5,1379,CompShg,3,PConc,2Story,Y,TA,2398,1,1,8,Attchd,834,Y,315750,11
20,FV,7500,AllPub,Somerst,5,1257,CompShg,3,PConc,1Story,Y,TA,1266,1,1,6,Attchd,453,Y,176000,1
20,RL,13300,AllPub,NAmes,7,928,CompShg,2,CBlock,1Story,Y,TA,928,0,1,4,Attchd,252,Y,132000,51
60,RL,14948,AllPub,NridgHt,5,1452,CompShg,3,PConc,2Story,Y,TA,2713,1,1,11,Attchd,858,Y,446261,0
30,RL,9098,AllPub,Edwards,7,528,CompShg,2,BrkTil,1Story,Y,TA,605,0,1,5,,0,N,86000,87
20,RL,32668,AllPub,Crawfor,3,2035,CompShg,4,PConc,1Story,Y,TA,2515,2,2,9,Attchd,484,Y,200624,50
80,RL,10200,AllPub,Timber,5,1461,CompShg,3,CBlock,SLvl,Y,TA,1509,1,1,5,Attchd,600,Y,175000,20
70,RM,6155,AllPub,BrkSide,8,611,CompShg,3,BrkTil,2Story,Y,TA,1362,0,1,6,Detchd,502,Y,128000,88
20,RL,7200,AllPub,NAmes,7,0,CompShg,2,Slab,1Story,Y,TA,827,1,1,5,Detchd,392,Y,107500,55
20,RL,5000,AllPub,BrkSide,3,0,CompShg,1,Slab,1Story,N,Fa,334,0,1,2,,0,N,39300,61
60,RL,9056,AllPub,Gilbert,5,707,CompShg,3,PConc,2Story,Y,TA,1414,1,1,6,Attchd,403,Y,178000,2
190,RL,7000,AllPub,Edwards,7,1117,CompShg,3,CBlock,2Story,Y,TA,1347,0,1,5,,0,N,107500,98
60,RL,8924,AllPub,CollgCr,5,880,CompShg,3,PConc,2Story,Y,TA,1724,0,1,8,Attchd,527,Y,188000,10
20,RL,12735,AllPub,NAmes,5,864,CompShg,3,CBlock,1Story,Y,TA,864,0,1,5,Detchd,576,Y,111250,36
20,RL,11553,AllPub,Sawyer,5,1051,CompShg,3,CBlock,1Story,Y,TA,1159,1,1,7,Attchd,336,Y,158000,38
20,RL,11423,AllPub,CollgCr,5,1581,CompShg,3,PConc,1Story,Y,TA,1601,1,1,6,Attchd,670,Y,272000,9
20,RL,14601,AllPub,Timber,5,1838,CompShg,2,PConc,1Story,Y,TA,1838,1,1,8,Attchd,765,Y,315000,3
60,RL,11000,AllPub,NoRidge,5,969,CompShg,4,PConc,2Story,Y,TA,2285,1,1,8,BuiltIn,648,Y,248000,7
20,RL,10140,AllPub,NWAmes,5,1650,CompShg,3,PConc,1Story,Y,TA,1680,1,1,7,Attchd,583,Y,213250,11
120,RH,4058,AllPub,NAmes,5,723,CompShg,1,PConc,SFoyer,Y,TA,767,0,1,4,Attchd,367,Y,133000,9
60,RL,17104,AllPub,Gilbert,5,654,CompShg,3,PConc,2Story,Y,TA,1496,1,1,7,Attchd,426,Y,179665,0
50,RL,13837,AllPub,NWAmes,5,1204,CompShg,4,PConc,1.5Fin,Y,Gd,2183,0,1,9,Attchd,786,Y,229000,18
50,RL,8737,AllPub,BrkSide,7,1065,CompShg,3,BrkTil,1.5Fin,Y,TA,1635,1,1,6,Detchd,440,Y,210000,84
85,RL,7244,AllPub,Mitchel,7,768,CompShg,2,CBlock,SFoyer,Y,Gd,768,0,1,5,Detchd,624,Y,129500,37
20,RM,8235,AllPub,OldTown,7,825,CompShg,2,CBlock,1Story,Y,Gd,825,0,1,4,Detchd,720,Y,125000,53
60,FV,9375,AllPub,Somerst,5,912,CompShg,4,PConc,2Story,Y,TA,2094,1,1,8,BuiltIn,615,Y,263000,6
120,RL,4043,AllPub,NPkVill,6,1069,CompShg,2,CBlock,1Story,Y,TA,1069,0,1,4,Attchd,440,Y,140000,31
20,RM,6000,AllPub,OldTown,6,928,CompShg,3,CBlock,1Story,Y,TA,928,0,1,5,Attchd,288,Y,112500,51
20,RL,11146,AllPub,NridgHt,5,1709,CompShg,3,PConc,1Story,Y,TA,1717,1,1,7,Attchd,908,Y,255500,3
20,RL,8777,AllPub,Edwards,5,0,CompShg,2,CBlock,1Story,Y,TA,1126,0,1,5,Detchd,520,N,108000,60
60,RL,10625,AllPub,NridgHt,5,998,CompShg,3,PConc,2Story,Y,TA,2046,1,1,8,BuiltIn,871,Y,284000,5
45,RM,6380,AllPub,BrkSide,6,993,CompShg,2,BrkTil,1.5Unf,Y,TA,1048,1,1,5,Detchd,280,Y,113000,84
20,RL,14850,AllPub,NAmes,5,1092,CompShg,2,CBlock,1Story,Y,TA,1092,1,1,6,Attchd,299,Y,141000,49
50,C (all),11040,AllPub,IDOTRR,6,637,CompShg,3,CBlock,1.5Fin,Y,TA,1336,0,1,7,CarPort,570,Y,108000,86
60,RL,21872,AllPub,Gilbert,5,729,CompShg,3,PConc,2Story,Y,TA,1446,1,1,6,Attchd,406,Y,175000,12
120,RL,3196,AllPub,Blmngtn,5,1374,CompShg,2,PConc,1Story,Y,TA,1557,1,1,7,Attchd,420,Y,234000,3
20,RL,11341,AllPub,Sawyer,6,1392,CompShg,3,CBlock,1Story,Y,TA,1392,1,1,5,Detchd,528,Y,121500,53
20,RL,10010,AllPub,Mitchel,5,1389,CompShg,2,CBlock,1Story,Y,TA,1389,1,1,6,Attchd,418,Y,170000,32
30,RL,13907,AllPub,Edwards,6,996,CompShg,3,CBlock,1Story,Y,TA,996,1,1,6,,0,Y,108000,68
50,RL,21780,AllPub,Edwards,7,1163,CompShg,4,BrkTil,1.5Fin,Y,TA,1674,1,1,8,Detchd,396,N,185000,90
60,RL,13346,AllPub,NoRidge,5,1095,CompShg,4,PConc,2Story,Y,TA,2295,1,1,9,Attchd,590,Y,268000,14
70,RL,6858,AllPub,SWISU,4,806,CompShg,4,PConc,2Story,N,TA,1647,0,1,6,Detchd,216,Y,128000,95
60,RL,11198,AllPub,StoneBr,5,1122,CompShg,4,PConc,2Story,Y,TA,2504,1,1,11,BuiltIn,656,Y,325000,3
20,RL,10171,AllPub,NridgHt,5,1517,CompShg,3,PConc,1Story,Y,TA,1535,0,1,7,Attchd,532,Y,214000,6
50,RL,12327,AllPub,SawyerW,8,1496,CompShg,1,CBlock,1.5Fin,Y,TA,2132,1,1,5,BuiltIn,612,Y,316600,26
90,RL,7032,AllPub,NAmes,5,943,CompShg,2,CBlock,SFoyer,Y,TA,943,2,1,4,Detchd,600,Y,135960,27
90,RL,13101,AllPub,NAmes,5,1728,CompShg,6,CBlock,1Story,Y,TA,1728,0,2,10,Detchd,576,Y,142600,43
20,RL,7332,AllPub,NAmes,6,864,CompShg,2,CBlock,1Story,Y,TA,864,0,1,4,Attchd,288,Y,120000,47
60,RL,13159,AllPub,Timber,5,846,CompShg,3,PConc,2Story,Y,TA,1692,0,1,6,Attchd,650,Y,224500,0
80,RL,9967,AllPub,Gilbert,5,384,CompShg,3,PConc,SLvl,Y,TA,1430,1,1,8,BuiltIn,400,Y,170000,7
80,RL,10500,AllPub,NAmes,7,372,CompShg,3,CBlock,SLvl,Y,TA,1109,0,1,5,BuiltIn,288,Y,139000,36
50,RL,8480,AllPub,NAmes,5,832,CompShg,2,CBlock,1.5Fin,Y,TA,1216,0,1,6,Detchd,336,Y,118500,61
50,RL,6292,AllPub,SWISU,7,861,CompShg,3,BrkTil,1.5Fin,Y,TA,1477,1,1,6,Detchd,216,Y,145000,81
80,RL,11777,AllPub,Sawyer,6,1164,CompShg,3,CBlock,SLvl,Y,TA,1320,2,1,6,Attchd,564,Y,164500,40
160,FV,3604,AllPub,Somerst,5,689,CompShg,2,PConc,2Story,Y,TA,1392,0,1,5,Detchd,540,Y,146000,1
50,RM,12150,AllPub,OldTown,5,1050,CompShg,4,BrkTil,1.5Fin,N,TA,1795,0,1,7,Attchd,352,Y,131500,54
20,RL,14585,AllPub,NAmes,6,1144,CompShg,3,CBlock,1Story,Y,TA,1429,2,1,7,Attchd,572,Y,181900,47
20,RL,12704,AllPub,NridgHt,5,2042,CompShg,3,PConc,1Story,Y,TA,2042,1,1,8,Attchd,1390,Y,253293,1
90,RL,11841,AllPub,Edwards,5,816,CompShg,3,CBlock,SFoyer,Y,Gd,816,0,1,5,,0,Y,118500,17
75,RM,13500,AllPub,OldTown,9,1237,CompShg,3,BrkTil,2.5Unf,Y,Ex,2775,1,1,9,Detchd,880,Y,325000,115
50,RM,6120,AllPub,BrkSide,7,884,CompShg,3,BrkTil,1.5Fin,Y,TA,1573,0,1,6,Detchd,240,Y,133000,74
20,RL,11443,AllPub,Timber,5,1868,CompShg,2,PConc,1Story,Y,TA,2028,2,1,7,Attchd,880,Y,369900,1
30,RL,10267,AllPub,BrkSide,7,816,CompShg,2,BrkTil,1Story,Y,Gd,838,0,1,5,Detchd,275,N,130000,90
85,RL,8740,AllPub,Sawyer,6,840,CompShg,2,CBlock,SFoyer,Y,TA,860,0,1,4,Detchd,528,Y,137000,27
20,RL,25095,AllPub,ClearCr,8,1437,Tar&Grv,1,CBlock,1Story,Y,TA,1473,2,1,5,Attchd,452,Y,143000,41
40,RM,9100,AllPub,BrkSide,6,742,CompShg,2,BrkTil,1Story,Y,TA,935,0,1,4,Detchd,308,P,79500,78
60,RL,8320,AllPub,CollgCr,5,770,CompShg,3,PConc,2Story,Y,TA,1582,0,1,6,Attchd,520,Y,185900,4
60,RL,13478,AllPub,NridgHt,5,1722,CompShg,3,PConc,2Story,Y,TA,2296,1,1,10,BuiltIn,842,Y,451950,1
20,RL,6600,AllPub,Mitchel,8,816,CompShg,2,PConc,1Story,Y,Gd,816,0,1,4,Detchd,816,Y,138000,26
120,RM,4435,AllPub,CollgCr,5,848,CompShg,1,PConc,1Story,Y,TA,848,0,1,4,Attchd,420,Y,140000,6
20,RL,7990,AllPub,CollgCr,6,924,CompShg,3,CBlock,1Story,Y,TA,924,0,1,5,Detchd,280,Y,110000,33
20,RL,11302,AllPub,StoneBr,5,1814,CompShg,3,PConc,1Story,Y,TA,1826,1,1,7,Attchd,758,Y,319000,1
70,RM,3600,AllPub,OldTown,7,684,CompShg,3,CBlock,2Story,N,TA,1368,0,1,7,Detchd,216,N,114504,96
120,RL,3922,AllPub,Blmngtn,5,1258,CompShg,2,PConc,1Story,Y,TA,1402,1,1,7,Attchd,648,Y,194201,1
