MSSubClass,MSZoning,LotArea,Utilities,Neighborhood,OverallCond,RoofMatl,Exterior1st,ExterCond,Foundation,TotalBsmtSF,CentralAir,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageArea,PavedDrive,SaleType,SalePrice,Age
20,RL,9382,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1468,Y,1479,2,0,3,1,6,577,Y,WD,191000,9
60,RL,12474,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,1682,Y,2332,2,1,3,1,9,846,Y,New,426000,1
50,RL,8405,AllPub,Edwards,8,CompShg,MetalSd,TA,BrkTil,861,Y,1367,1,0,4,1,7,384,Y,WD,119000,108
60,RL,12209,AllPub,Mitchel,5,CompShg,VinylSd,TA,PConc,804,Y,1961,2,1,3,1,7,560,Y,WD,215000,8
20,RL,8339,AllPub,NAmes,7,CompShg,MetalSd,TA,Slab,0,Y,882,1,0,3,1,5,294,Y,WD,106500,48
30,RL,7446,AllPub,BrkSide,5,CompShg,WdShing,TA,CBlock,788,Y,788,1,0,2,1,4,0,Y,WD,100000,65
50,RL,10134,AllPub,OldTown,6,CompShg,MetalSd,TA,CBlock,735,Y,1034,1,0,2,1,5,240,Y,WD,109000,67
20,RL,9571,AllPub,Edwards,6,CompShg,Wd Sdng,TA,CBlock,1144,Y,1144,1,0,3,1,6,596,Y,WD,129000,54
20,RL,7200,AllPub,CollgCr,5,CompShg,MetalSd,TA,CBlock,894,Y,894,1,0,2,1,6,600,Y,WD,123000,37
60,RL,7590,AllPub,NAmes,5,CompShg,VinylSd,TA,CBlock,864,Y,1812,2,0,4,1,8,264,Y,WD,169500,45
30,RM,8967,AllPub,IDOTRR,2,CompShg,MetalSd,Fa,BrkTil,961,Y,1077,1,0,2,1,6,338,N,WD,67000,87
60,FV,8125,AllPub,Somerst,5,CompShg,CemntBd,TA,PConc,1092,Y,1550,2,0,2,1,7,438,Y,WD,241000,3
120,RL,14963,AllPub,Veenker,5,CompShg,BrkFace,TA,PConc,1260,Y,1288,1,1,1,1,4,500,Y,WD,245500,12
20,RL,8767,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1310,Y,1310,2,0,3,1,6,400,Y,New,164990,1
30,RL,10200,AllPub,Sawyer,8,CompShg,Wd Sdng,TA,PConc,672,Y,672,1,0,2,1,4,240,N,WD,108000,68
60,RL,12090,AllPub,NoRidge,5,CompShg,VinylSd,TA,PConc,1141,Y,2263,2,1,4,1,10,420,Y,WD,258000,8
60,RL,10364,AllPub,Gilbert,5,CompShg,MetalSd,TA,PConc,806,Y,1572,2,1,3,1,7,373,Y,WD,168000,12
20,RL,9991,AllPub,Sawyer,4,CompShg,Plywood,TA,CBlock,1281,Y,1620,2,0,3,1,8,490,Y,WD,150000,33
50,RL,10480,AllPub,SWISU,5,CompShg,MetalSd,TA,BrkTil,1064,Y,1639,1,0,3,1,6,240,Y,WD,115000,72
70,RL,15576,AllPub,Crawfor,7,CompShg,Wd Sdng,TA,BrkTil,840,Y,1680,2,0,4,1,8,308,Y,WD,177000,93
60,RL,14154,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,1063,Y,2172,2,1,3,1,9,947,Y,New,280000,1
60,FV,10800,AllPub,Somerst,5,CompShg,VinylSd,TA,PConc,1034,Y,2078,2,1,3,1,8,836,Y,New,339750,1
20,RL,9571,AllPub,Edwards,3,CompShg,BrkComm,Fa,CBlock,1276,Y,1276,1,0,3,1,5,350,Y,COD,60000,51
190,RL,34650,AllPub,Gilbert,5,CompShg,Wd Sdng,TA,CBlock,1056,N,1056,1,0,3,1,5,572,Y,WD,145000,51
20,FV,4403,AllPub,Somerst,5,CompShg,MetalSd,TA,PConc,1470,Y,1478,2,1,2,1,7,484,Y,New,222000,1
30,RM,8960,AllPub,OldTown,6,CompShg,WdShing,TA,CBlock,1008,Y,1028,1,0,2,1,5,360,Y,WD,115000,83
60,RL,11228,AllPub,SawyerW,5,CompShg,VinylSd,TA,PConc,1080,Y,2097,2,1,3,1,9,678,Y,WD,228000,15
20,RL,8899,AllPub,Gilbert,5,CompShg,VinylSd,TA,PConc,1340,Y,1340,2,0,3,1,6,396,Y,New,181134,0
60,RL,7844,AllPub,Sawyer,7,CompShg,HdBoard,TA,CBlock,672,Y,1400,1,1,3,1,6,440,Y,WD,149500,28
70,RL,22420,AllPub,Crawfor,6,CompShg,Wd Sdng,TA,BrkTil,1370,N,2624,2,1,4,1,10,864,N,WD,239000,89
50,RL,8160,AllPub,Edwards,6,CompShg,MetalSd,TA,BrkTil,756,N,1134,1,1,3,1,7,240,P,WD,126000,67
20,RL,8450,AllPub,NAmes,6,CompShg,VinylSd,TA,CBlock,1056,Y,1056,1,0,3,1,6,304,Y,WD,142000,42
90,RM,7060,AllPub,Mitchel,5,CompShg,VinylSd,Gd,PConc,1344,Y,1344,2,0,2,2,8,784,Y,WD,206300,11
20,RL,16635,AllPub,NWAmes,7,CompShg,CemntBd,TA,CBlock,1602,Y,1602,2,0,3,1,8,529,Y,WD,215000,32
20,RL,21750,AllPub,Mitchel,5,CompShg,HdBoard,TA,CBlock,988,Y,988,1,0,2,1,4,520,N,WD,113000,54
60,RL,9200,AllPub,NoRidge,5,CompShg,VinylSd,TA,PConc,1470,Y,2630,2,1,4,1,8,696,Y,WD,315000,10
20,RL,9000,AllPub,NAmes,5,CompShg,Wd Sdng,TA,CBlock,1196,Y,1196,1,0,2,1,6,297,Y,WD,139000,52
60,RM,3378,AllPub,OldTown,8,CompShg,HdBoard,Gd,CBlock,651,Y,1389,1,1,3,1,6,240,P,WD,135000,63
80,RL,12800,AllPub,SawyerW,5,CompShg,Wd Sdng,TA,PConc,1518,Y,1644,2,0,2,1,5,569,Y,WD,275000,20
20,RL,8593,AllPub,NAmes,6,CompShg,MetalSd,TA,CBlock,907,Y,907,1,0,3,1,5,352,Y,WD,109008,51
20,RL,6762,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1208,Y,1208,2,0,2,1,6,628,Y,New,195400,0
20,RL,11457,AllPub,Timber,5,CompShg,HdBoard,TA,CBlock,1392,Y,1412,2,0,3,1,6,576,Y,WD,175000,21
160,RM,1680,AllPub,BrDale,5,CompShg,HdBoard,TA,CBlock,483,Y,987,1,1,2,1,4,264,Y,COD,85400,37
50,RM,5586,AllPub,OldTown,7,CompShg,MetalSd,TA,BrkTil,901,Y,1198,1,0,4,1,7,0,N,ConLD,79900,88
160,RM,1920,AllPub,BrDale,5,CompShg,HdBoard,TA,CBlock,765,Y,1365,1,1,2,1,6,440,Y,WD,122500,36
60,RL,10839,AllPub,Gilbert,5,CompShg,VinylSd,TA,PConc,926,Y,1604,2,1,3,1,7,470,Y,WD,181000,11
180,RM,1890,AllPub,MeadowV,7,CompShg,CemntBd,Gd,CBlock,630,Y,630,1,0,1,1,3,0,Y,WD,81000,36
60,RL,10667,AllPub,CollgCr,6,CompShg,VinylSd,TA,PConc,799,Y,1661,2,1,3,1,6,550,Y,ConLw,212000,13
50,RM,4400,AllPub,OldTown,8,CompShg,Stucco,TA,BrkTil,648,Y,1118,1,0,2,1,6,440,Y,WD,116000,86
45,RM,6000,AllPub,BrkSide,7,CompShg,Wd Sdng,TA,PConc,884,Y,904,1,0,2,1,4,180,Y,WD,119000,83
30,RL,4280,AllPub,Crawfor,6,CompShg,WdShing,TA,PConc,440,N,694,1,0,2,1,4,352,P,WD,90350,94
50,RL,12354,AllPub,Edwards,8,CompShg,Wd Sdng,TA,BrkTil,684,Y,1196,1,0,3,1,7,528,Y,ConLI,110000,89
20,RL,15431,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,3094,Y,2402,2,0,2,1,10,672,Y,WD,555000,1
90,RL,12108,AllPub,Edwards,4,CompShg,VinylSd,TA,CBlock,1440,N,1440,2,0,4,2,8,0,Y,WD,118000,53
50,RM,6240,AllPub,BrkSide,7,CompShg,MetalSd,TA,PConc,1078,Y,1573,2,0,3,1,8,360,P,WD,162900,78
120,RL,3922,AllPub,Blmngtn,5,CompShg,WdShing,TA,PConc,1258,Y,1258,2,0,2,1,6,648,Y,New,172500,1
60,RL,8750,AllPub,CollgCr,5,CompShg,VinylSd,Gd,PConc,915,Y,1908,2,1,4,1,8,493,Y,WD,210000,14
20,RL,9855,AllPub,Edwards,5,CompShg,Wd Sdng,TA,CBlock,1436,Y,1689,1,0,3,1,7,480,Y,COD,127500,53
20,RL,16492,AllPub,NAmes,6,CompShg,BrkFace,TA,CBlock,1517,Y,1888,2,1,2,1,6,578,Y,WD,190000,44
60,RL,11214,AllPub,Gilbert,5,CompShg,VinylSd,TA,PConc,930,Y,1886,2,1,4,1,10,431,Y,WD,199900,8
50,RM,8600,AllPub,IDOTRR,6,CompShg,MetalSd,TA,BrkTil,780,Y,1376,2,0,3,1,7,198,N,WD,119500,69
50,RM,6000,AllPub,OldTown,7,CompShg,MetalSd,Gd,CBlock,649,Y,1183,1,1,2,1,6,308,Y,WD,120000,59
30,RM,5684,AllPub,OldTown,8,CompShg,Wd Sdng,TA,BrkTil,813,Y,813,1,0,2,1,5,270,N,WD,110000,76
20,RL,70761,AllPub,ClearCr,5,WdShngl,Plywood,TA,CBlock,1533,Y,1533,2,0,2,1,5,576,Y,WD,280000,31
60,RL,9303,AllPub,Timber,5,CompShg,VinylSd,TA,PConc,872,Y,1756,2,1,3,1,7,422,Y,WD,204000,11
60,FV,9000,AllPub,Somerst,5,CompShg,VinylSd,TA,PConc,768,Y,1590,2,1,3,1,6,676,Y,WD,210000,1
90,RL,9297,AllPub,Mitchel,5,CompShg,Plywood,TA,CBlock,1728,Y,1728,2,0,4,2,8,560,Y,WD,188000,30
20,RL,9600,AllPub,NWAmes,6,CompShg,HdBoard,TA,CBlock,1242,Y,1242,1,1,3,1,6,528,Y,WD,175500,34
70,RM,4571,AllPub,OldTown,5,CompShg,AsbShng,TA,BrkTil,624,N,1344,1,0,4,1,7,513,Y,COD,98000,92
20,RL,53227,AllPub,ClearCr,6,Tar&Grv,Plywood,TA,CBlock,1364,Y,1663,1,0,2,1,6,529,Y,WD,256000,54
70,RM,5100,AllPub,OldTown,7,CompShg,Stucco,Gd,PConc,588,Y,1666,1,0,3,1,7,228,Y,WD,161000,83
50,RL,7015,AllPub,BrkSide,4,CompShg,MetalSd,TA,CBlock,709,Y,1203,1,0,3,1,5,352,Y,WD,110000,59
60,FV,8004,AllPub,Somerst,5,CompShg,VinylSd,TA,PConc,832,Y,1935,2,1,3,1,8,552,Y,New,263435,0
70,RL,7200,AllPub,SWISU,9,CompShg,Wd Sdng,Gd,PConc,560,Y,1135,1,0,3,1,6,576,Y,WD,155000,73
20,RL,8281,AllPub,Sawyer,5,CompShg,MetalSd,TA,CBlock,864,Y,864,1,0,3,1,5,360,Y,WD,62383,44
70,RL,11988,AllPub,Crawfor,7,CompShg,Stucco,TA,CBlock,715,Y,1660,1,1,3,1,6,240,Y,WD,188700,74
20,RL,8430,AllPub,CollgCr,5,CompShg,HdBoard,TA,CBlock,1040,Y,1040,2,0,3,1,5,0,Y,WD,124000,31
120,RM,3072,AllPub,Blmngtn,5,CompShg,VinylSd,TA,PConc,1375,Y,1414,2,0,2,1,6,398,Y,WD,178740,2
20,RL,10628,AllPub,NAmes,5,Tar&Grv,Plywood,Gd,CBlock,1277,Y,1277,1,0,2,1,5,526,Y,WD,167000,37
70,RL,9480,AllPub,NAmes,7,CompShg,MetalSd,TA,CBlock,728,Y,1644,1,1,3,1,7,312,Y,WD,146500,65
20,RL,11428,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,1626,Y,1634,2,0,3,1,7,866,Y,WD,250000,1
60,RL,9291,AllPub,SawyerW,5,CompShg,HdBoard,TA,PConc,832,Y,1710,2,1,3,1,7,506,Y,WD,187000,15
120,RL,6820,AllPub,StoneBr,5,CompShg,HdBoard,TA,PConc,1488,Y,1502,1,1,1,1,4,528,Y,WD,212000,25
60,RL,11952,AllPub,NWAmes,6,WdShake,WdShing,TA,CBlock,808,Y,1969,2,1,3,1,8,534,Y,WD,190000,30
180,RM,3675,AllPub,Edwards,5,CompShg,VinylSd,TA,PConc,547,Y,1072,1,0,2,1,5,525,Y,WD,148000,3
20,RL,14977,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,1976,Y,1976,2,0,2,1,7,908,Y,New,440000,1
120,RL,5330,AllPub,StoneBr,5,CompShg,CemntBd,TA,PConc,1494,Y,1652,2,0,2,1,6,499,Y,WD,251000,7
20,RL,8480,AllPub,Sawyer,6,CompShg,HdBoard,TA,CBlock,970,Y,970,1,0,2,1,5,624,Y,WD,132500,44
20,RL,13125,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1478,Y,1493,2,0,3,1,7,508,Y,WD,208900,11
60,RL,13693,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,2153,Y,2643,2,1,3,1,9,694,Y,WD,380000,1
20,RL,10637,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1705,Y,1718,2,0,3,1,7,826,Y,WD,297000,2
30,RM,5925,AllPub,OldTown,7,CompShg,Stucco,TA,BrkTil,907,Y,1131,1,0,2,1,7,672,Y,WD,89471,70
20,RL,16033,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,1833,Y,1850,2,0,3,1,8,772,Y,WD,326000,2
20,RL,11846,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,1792,Y,1792,2,0,2,1,6,874,Y,WD,374000,3
70,RM,2500,AllPub,OldTown,8,CompShg,Stucco,TA,PConc,910,Y,1826,1,1,4,1,7,164,Y,WD,155000,94
120,RM,4500,AllPub,Mitchel,5,CompShg,VinylSd,TA,PConc,1216,Y,1216,2,0,2,1,5,402,Y,WD,164000,8
20,RL,7758,AllPub,Sawyer,7,CompShg,HdBoard,Gd,CBlock,999,Y,999,1,0,3,1,6,264,Y,WD,132500,45
20,RL,9600,AllPub,NAmes,7,CompShg,MetalSd,TA,CBlock,1113,Y,1113,1,0,3,1,5,264,Y,WD,147000,59
20,RL,10289,AllPub,NAmes,7,CompShg,MetalSd,TA,CBlock,1073,Y,1073,1,1,3,1,6,515,Y,WD,156000,42
20,RL,12243,AllPub,NWAmes,6,CompShg,Plywood,TA,CBlock,1484,Y,1484,2,0,3,1,7,487,Y,WD,175000,36
190,RL,10800,AllPub,OldTown,4,CompShg,Wd Sdng,Fa,CBlock,954,N,2414,2,0,3,2,10,520,N,ConLD,160000,106
180,RM,1526,AllPub,MeadowV,8,CompShg,CemntBd,Gd,CBlock,630,Y,630,1,0,1,1,3,286,Y,WD,86000,39
160,RM,2665,AllPub,MeadowV,6,CompShg,CemntBd,TA,PConc,264,Y,1304,1,1,3,1,4,336,Y,WD,115000,32
50,RL,9490,AllPub,NAmes,7,CompShg,Wd Sdng,TA,CBlock,806,Y,1578,1,0,3,1,5,240,Y,WD,133000,65
60,RL,15578,AllPub,Gilbert,5,CompShg,VinylSd,TA,PConc,728,Y,1456,2,1,3,1,8,429,Y,New,172785,0
20,RL,7931,AllPub,NAmes,6,CompShg,BrkFace,TA,CBlock,1269,Y,1269,1,1,3,1,6,308,Y,WD,155000,48
30,RM,5784,AllPub,OldTown,8,CompShg,MetalSd,TA,BrkTil,190,Y,886,1,0,2,1,4,273,Y,WD,91300,71
30,C (all),7879,AllPub,IDOTRR,5,CompShg,Wd Sdng,TA,CBlock,720,N,720,1,0,2,1,4,0,N,WD,34900,89
20,RL,12692,AllPub,NoRidge,5,CompShg,BrkFace,TA,PConc,3200,Y,3228,3,0,4,1,10,546,Y,WD,430000,15
50,RL,9120,AllPub,BrkSide,6,CompShg,Wd Sdng,Gd,PConc,1026,Y,1820,2,0,4,1,8,240,N,WD,184000,83
20,RL,7800,AllPub,Sawyer,7,CompShg,HdBoard,TA,PConc,864,Y,899,1,0,3,1,5,288,Y,WD,130000,42
20,RL,7535,AllPub,NAmes,7,CompShg,MetalSd,TA,CBlock,912,Y,912,1,0,2,1,5,297,Y,WD,120000,49
160,RM,1890,AllPub,BrDale,5,CompShg,HdBoard,TA,CBlock,672,Y,1218,1,1,3,1,7,264,Y,WD,113000,34
60,FV,9803,AllPub,Somerst,5,CompShg,VinylSd,TA,PConc,866,Y,1768,2,1,3,1,7,603,Y,WD,226700,3
20,RL,9170,AllPub,Edwards,7,CompShg,MetalSd,TA,CBlock,1214,Y,1214,1,0,2,1,6,461,Y,WD,140000,42
20,RL,15602,AllPub,Crawfor,8,CompShg,BrkFace,TA,CBlock,1501,Y,1801,2,0,1,1,6,484,Y,WD,289000,51
160,RL,2308,AllPub,NPkVill,5,CompShg,Plywood,TA,CBlock,855,Y,1322,2,1,3,1,6,440,Y,WD,147000,35
90,RM,7596,AllPub,OldTown,5,CompShg,Wd Sdng,TA,CBlock,960,Y,1960,2,0,4,2,10,400,N,COD,124500,57
60,RL,9554,AllPub,SawyerW,5,CompShg,VinylSd,TA,PConc,777,Y,1911,2,1,3,1,8,471,Y,WD,215000,13
20,FV,7862,AllPub,Somerst,5,CompShg,VinylSd,TA,PConc,1218,Y,1218,2,0,2,1,4,676,Y,New,208300,0
70,RM,9600,AllPub,OldTown,9,CompShg,MetalSd,Ex,BrkTil,689,Y,1378,2,0,3,1,7,360,N,WD,161000,80
20,RL,9600,AllPub,NAmes,6,CompShg,MetalSd,TA,CBlock,1041,Y,1041,1,0,3,1,6,270,Y,WD,124500,50
20,RL,14559,AllPub,NAmes,7,CompShg,Wd Sdng,TA,CBlock,1008,Y,1363,1,0,2,1,6,288,Y,WD,164900,58
120,RL,6792,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,1368,Y,1368,2,0,2,1,6,474,Y,New,202665,1
20,RL,9100,AllPub,NAmes,5,CompShg,VinylSd,TA,CBlock,864,Y,864,1,0,3,1,5,624,Y,WD,129900,48
20,RL,9187,AllPub,Mitchel,5,CompShg,VinylSd,Gd,PConc,1084,Y,1080,1,1,3,1,5,484,Y,WD,134000,24
45,RL,10594,AllPub,Crawfor,5,CompShg,Wd Sdng,TA,BrkTil,768,N,789,1,0,2,1,5,200,Y,WD,96500,81
20,RL,12220,AllPub,NridgHt,5,CompShg,CemntBd,TA,CBlock,2006,Y,2020,2,1,3,1,9,900,Y,New,402861,0
80,RL,10448,AllPub,NWAmes,6,CompShg,HdBoard,TA,CBlock,689,Y,2119,2,1,3,1,7,583,Y,COD,158000,37
60,RL,10208,AllPub,NoRidge,5,CompShg,VinylSd,TA,PConc,1264,Y,2344,2,1,3,1,7,889,Y,WD,265000,13
60,RL,9531,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,794,Y,1796,2,1,3,1,7,546,Y,WD,211000,9
70,RL,10918,AllPub,Crawfor,9,CompShg,MetalSd,TA,BrkTil,1276,Y,2080,1,1,3,1,9,282,Y,WD,234000,83
190,RL,10800,AllPub,OldTown,7,CompShg,MetalSd,TA,BrkTil,0,N,1294,2,0,3,2,7,0,N,WD,106250,108
20,RL,11988,AllPub,NAmes,6,CompShg,VinylSd,TA,CBlock,1244,Y,1244,1,1,3,1,6,336,Y,WD,150000,50
50,RM,5000,AllPub,BrkSide,7,CompShg,CemntBd,Gd,CBlock,1004,Y,1664,2,0,3,1,7,420,Y,WD,159000,59
60,RL,40094,AllPub,Edwards,5,CompShg,CemntBd,TA,PConc,3138,Y,4676,3,1,3,1,11,884,Y,New,184750,0
60,RL,11787,AllPub,NoRidge,5,CompShg,VinylSd,TA,PConc,1379,Y,2398,2,1,3,1,8,834,Y,WD,315750,11
20,FV,7500,AllPub,Somerst,5,CompShg,VinylSd,TA,PConc,1257,Y,1266,2,0,3,1,6,453,Y,WD,176000,1
20,RL,13300,AllPub,NAmes,7,CompShg,Wd Sdng,TA,CBlock,928,Y,928,1,0,2,1,4,252,Y,WD,132000,51
60,RL,14948,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,1452,Y,2713,2,1,3,1,11,858,Y,New,446261,0
30,RL,9098,AllPub,Edwards,7,CompShg,Wd Sdng,TA,BrkTil,528,Y,605,1,0,2,1,5,0,N,WD,86000,87
20,RL,32668,AllPub,Crawfor,3,CompShg,Wd Sdng,TA,PConc,2035,Y,2515,3,0,4,2,9,484,Y,WD,200624,50
80,RL,10200,AllPub,Timber,5,CompShg,HdBoard,TA,CBlock,1461,Y,1509,2,0,3,1,5,600,Y,WD,175000,20
70,RM,6155,AllPub,BrkSide,8,CompShg,Wd Sdng,TA,BrkTil,611,Y,1362,2,0,3,1,6,502,Y,WD,128000,88
20,RL,7200,AllPub,NAmes,7,CompShg,VinylSd,TA,Slab,0,Y,827,1,0,2,1,5,392,Y,WD,107500,55
20,RL,5000,AllPub,BrkSide,3,CompShg,VinylSd,Fa,Slab,0,N,334,1,0,1,1,2,0,N,WD,39300,61
60,RL,9056,AllPub,Gilbert,5,CompShg,VinylSd,TA,PConc,707,Y,1414,2,1,3,1,6,403,Y,WD,178000,2
190,RL,7000,AllPub,Edwards,7,CompShg,MetalSd,TA,CBlock,1117,Y,1347,1,0,3,1,5,0,N,WD,107500,98
60,RL,8924,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,880,Y,1724,2,1,3,1,8,527,Y,WD,188000,10
20,RL,12735,AllPub,NAmes,5,CompShg,MetalSd,TA,CBlock,864,Y,864,1,0,3,1,5,576,Y,COD,111250,36
20,RL,11553,AllPub,Sawyer,5,CompShg,Plywood,TA,CBlock,1051,Y,1159,1,1,3,1,7,336,Y,WD,158000,38
20,RL,11423,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1581,Y,1601,2,0,3,1,6,670,Y,WD,272000,9
20,RL,14601,AllPub,Timber,5,CompShg,VinylSd,TA,PConc,1838,Y,1838,2,0,2,1,8,765,Y,WD,315000,3
60,RL,11000,AllPub,NoRidge,5,CompShg,VinylSd,TA,PConc,969,Y,2285,2,1,4,1,8,648,Y,WD,248000,7
20,RL,10140,AllPub,NWAmes,5,CompShg,VinylSd,TA,PConc,1650,Y,1680,2,0,3,1,7,583,Y,WD,213250,11
120,RH,4058,AllPub,NAmes,5,CompShg,MetalSd,TA,PConc,723,Y,767,1,0,1,1,4,367,Y,WD,133000,9
60,RL,17104,AllPub,Gilbert,5,CompShg,VinylSd,TA,PConc,654,Y,1496,2,1,3,1,7,426,Y,New,179665,0
50,RL,13837,AllPub,NWAmes,5,CompShg,HdBoard,Gd,PConc,1204,Y,2183,2,1,4,1,9,786,Y,WD,229000,18
50,RL,8737,AllPub,BrkSide,7,CompShg,BrkFace,TA,BrkTil,1065,Y,1635,1,1,3,1,6,440,Y,WD,210000,84
85,RL,7244,AllPub,Mitchel,7,CompShg,VinylSd,Gd,CBlock,768,Y,768,1,0,2,1,5,624,Y,WD,129500,37
20,RM,8235,AllPub,OldTown,7,CompShg,MetalSd,Gd,CBlock,825,Y,825,1,0,2,1,4,720,Y,WD,125000,53
60,FV,9375,AllPub,Somerst,5,CompShg,VinylSd,TA,PConc,912,Y,2094,2,1,4,1,8,615,Y,WD,263000,6
120,RL,4043,AllPub,NPkVill,6,CompShg,Plywood,TA,CBlock,1069,Y,1069,2,0,2,1,4,440,Y,COD,140000,31
20,RM,6000,AllPub,OldTown,6,CompShg,BrkFace,TA,CBlock,928,Y,928,1,0,3,1,5,288,Y,WD,112500,51
20,RL,11146,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,1709,Y,1717,2,0,3,1,7,908,Y,WD,255500,3
20,RL,8777,AllPub,Edwards,5,CompShg,VinylSd,TA,CBlock,0,Y,1126,2,0,2,1,5,520,N,WD,108000,60
60,RL,10625,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,998,Y,2046,2,1,3,1,8,871,Y,WD,284000,5
45,RM,6380,AllPub,BrkSide,6,CompShg,MetalSd,TA,BrkTil,993,Y,1048,1,0,2,1,5,280,Y,WD,113000,84
20,RL,14850,AllPub,NAmes,5,CompShg,Wd Sdng,TA,CBlock,1092,Y,1092,1,0,2,1,6,299,Y,WD,141000,49
50,C (all),11040,AllPub,IDOTRR,6,CompShg,MetalSd,TA,CBlock,637,Y,1336,1,1,3,1,7,570,Y,COD,108000,86
60,RL,21872,AllPub,Gilbert,5,CompShg,HdBoard,TA,PConc,729,Y,1446,2,1,3,1,6,406,Y,WD,175000,12
120,RL,3196,AllPub,Blmngtn,5,CompShg,VinylSd,TA,PConc,1374,Y,1557,2,0,2,1,7,420,Y,WD,234000,3
20,RL,11341,AllPub,Sawyer,6,CompShg,Wd Sdng,TA,CBlock,1392,Y,1392,1,1,3,1,5,528,Y,WD,121500,53
20,RL,10010,AllPub,Mitchel,5,CompShg,HdBoard,TA,CBlock,1389,Y,1389,1,0,2,1,6,418,Y,WD,170000,32
30,RL,13907,AllPub,Edwards,6,CompShg,WdShing,TA,CBlock,996,Y,996,1,0,3,1,6,0,Y,WD,108000,68
50,RL,21780,AllPub,Edwards,7,CompShg,Wd Sdng,TA,BrkTil,1163,Y,1674,2,0,4,1,8,396,N,WD,185000,90
60,RL,13346,AllPub,NoRidge,5,CompShg,HdBoard,TA,PConc,1095,Y,2295,2,1,4,1,9,590,Y,WD,268000,14
70,RL,6858,AllPub,SWISU,4,CompShg,Wd Sdng,TA,PConc,806,N,1647,1,1,4,1,6,216,Y,WD,128000,95
60,RL,11198,AllPub,StoneBr,5,CompShg,VinylSd,TA,PConc,1122,Y,2504,2,1,4,1,11,656,Y,WD,325000,3
20,RL,10171,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,1517,Y,1535,2,0,3,1,7,532,Y,WD,214000,6
50,RL,12327,AllPub,SawyerW,8,CompShg,Wd Sdng,TA,CBlock,1496,Y,2132,1,1,1,1,5,612,Y,WD,316600,26
90,RL,7032,AllPub,NAmes,5,CompShg,MetalSd,TA,CBlock,943,Y,943,1,0,2,1,4,600,Y,WD,135960,27
90,RL,13101,AllPub,NAmes,5,CompShg,HdBoard,TA,CBlock,1728,Y,1728,2,0,6,2,10,576,Y,WD,142600,43
20,RL,7332,AllPub,NAmes,6,CompShg,WdShing,TA,CBlock,864,Y,864,1,0,2,1,4,288,Y,WD,120000,47
60,RL,13159,AllPub,Timber,5,CompShg,VinylSd,TA,PConc,846,Y,1692,2,1,3,1,6,650,Y,New,224500,0
80,RL,9967,AllPub,Gilbert,5,CompShg,VinylSd,TA,PConc,384,Y,1430,2,1,3,1,8,400,Y,WD,170000,7
80,RL,10500,AllPub,NAmes,7,CompShg,MetalSd,TA,CBlock,372,Y,1109,1,0,3,1,5,288,Y,WD,139000,36
50,RL,8480,AllPub,NAmes,5,CompShg,MetalSd,TA,CBlock,832,Y,1216,1,0,2,1,6,336,Y,COD,118500,61
50,RL,6292,AllPub,SWISU,7,CompShg,Wd Sdng,TA,BrkTil,861,Y,1477,2,0,3,1,6,216,Y,WD,145000,81
80,RL,11777,AllPub,Sawyer,6,CompShg,VinylSd,TA,CBlock,1164,Y,1320,1,0,3,1,6,564,Y,WD,164500,40
160,FV,3604,AllPub,Somerst,5,CompShg,VinylSd,TA,PConc,689,Y,1392,2,0,2,1,5,540,Y,WD,146000,1
50,RM,12150,AllPub,OldTown,5,CompShg,MetalSd,TA,BrkTil,1050,N,1795,2,0,4,1,7,352,Y,WD,131500,54
20,RL,14585,AllPub,NAmes,6,CompShg,Wd Sdng,TA,CBlock,1144,Y,1429,1,0,3,1,7,572,Y,WD,181900,47
20,RL,12704,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,2042,Y,2042,2,1,3,1,8,1390,Y,New,253293,1
90,RL,11841,AllPub,Edwards,5,CompShg,HdBoard,Gd,CBlock,816,Y,816,1,0,3,1,5,0,Y,WD,118500,17
