MSSubClass,OverallCond,TotalBsmtSF,GrLivArea,FullBath,BedroomAbvGr,TotRmsAbvGrd,GarageArea,Age,SalePrice
85,6,1053,1173,2,3,6,528,36,170000
20,5,2076,2076,2,2,7,850,0,465000
70,7,792,1517,1,3,7,400,77,230000
80,7,585,1868,3,3,7,477,23,178000
60,5,756,1553,2,3,6,615,1,186500
80,5,1012,1034,1,3,6,888,34,169900
75,5,735,2058,1,3,8,396,91,129500
20,7,876,988,1,3,6,276,57,119000
20,5,2110,2110,2,3,8,522,42,244000
120,5,1405,1405,2,2,6,478,3,171750
20,6,864,874,1,3,5,288,41,130000
60,7,1192,2167,2,3,9,518,33,294000
60,5,746,1656,2,3,7,397,5,165400
50,6,884,1367,1,3,6,560,76,127500
20,5,1986,1987,2,2,7,691,14,301500
30,8,864,864,1,2,4,0,87,99900
80,5,856,1166,2,2,5,400,3,190000
20,8,1054,1054,1,3,6,460,39,151000
60,5,841,1675,2,3,7,502,10,181000
20,6,1050,1050,1,2,5,338,53,128900
50,5,1104,1788,1,5,8,304,52,161500
70,6,764,1824,1,3,8,520,88,180500
120,5,1405,1337,2,2,5,511,10,181000
160,5,691,1452,2,3,6,506,7,183900
190,4,925,1889,1,4,9,308,97,122000
20,5,2002,2018,2,3,10,746,2,378500
50,9,728,3447,3,4,11,1014,73,381000
50,5,874,1524,1,3,7,315,49,144000
40,6,1332,1524,0,0,4,586,31,260000
20,7,1489,1489,2,3,7,462,41,185750
20,6,935,935,1,3,5,288,41,137000
80,7,1019,1357,1,2,5,312,49,177000
50,6,661,1250,2,3,8,552,97,139000
90,5,928,1920,2,4,10,400,59,137000
60,6,723,1395,1,3,6,497,37,162000
80,5,1680,1724,1,3,7,480,42,197900
60,5,1128,2031,2,3,7,577,6,237000
50,4,698,1128,1,2,6,528,90,68400
20,5,1573,1573,2,3,6,544,7,227000
20,5,1309,1339,2,2,6,484,16,180000
20,7,1040,1040,2,3,5,484,32,150500
90,5,912,1824,2,4,8,0,39,139000
50,7,804,2447,2,4,10,336,91,169000
50,6,780,1412,1,4,6,280,70,132500
20,5,1328,1328,1,3,6,528,47,143000
20,5,1624,1582,2,4,7,390,42,190000
120,5,1501,1659,2,2,5,499,9,278000
60,5,1085,1970,2,3,8,753,0,281000
80,7,1152,1152,1,3,6,484,46,180500
160,7,630,1302,2,3,6,264,37,119500
70,4,994,2372,2,4,11,432,117,107500
60,5,832,1664,2,4,8,528,30,162900
20,7,864,864,1,2,5,572,51,115000
20,5,1052,1052,1,3,5,288,38,138500
20,6,1120,1128,2,3,6,525,45,155000
180,5,547,1072,2,2,5,525,1,140000
60,5,6110,5642,2,3,12,1418,0,160000
20,7,1246,1246,1,3,6,305,51,154000
60,5,978,1983,2,3,9,490,10,225000
70,7,771,1494,1,3,7,213,67,177500
60,5,1165,2526,2,4,8,844,12,290000
20,5,1616,1616,2,3,7,834,1,232000
160,5,976,1708,2,3,7,380,2,130000
20,5,1652,1652,2,2,6,840,3,325000
120,5,1368,1368,2,2,6,474,1,202500
20,5,990,990,1,3,5,480,15,138000
20,7,924,1122,1,2,6,528,60,147000
20,5,1278,1294,2,3,6,496,17,179200
20,8,1902,1902,2,3,7,567,51,335000
20,5,1274,1274,2,3,6,508,2,203000
60,5,1453,2810,2,4,9,750,17,302000
60,5,1393,2599,2,4,10,779,11,333168
20,6,948,948,1,3,5,280,53,119000
60,5,952,2112,2,4,9,576,39,206900
20,5,1622,1630,2,3,8,860,1,295493
120,5,1352,1352,2,2,5,466,1,208900
20,5,1753,1787,2,3,7,748,5,275000
20,5,864,948,1,3,5,248,53,111000
20,3,1478,1478,1,3,6,442,52,156500
20,6,0,720,1,2,4,287,59,72500
60,5,750,1923,2,3,8,564,18,190000
30,7,420,708,1,2,5,0,69,82500
20,5,1795,1795,2,2,7,895,1,147000
30,4,796,796,1,2,5,0,86,55000
30,6,544,774,1,3,6,0,76,79000
20,9,816,816,1,3,5,264,26,130500
50,7,1510,2792,2,5,8,520,88,256000
60,5,935,1632,2,3,8,462,8,176500
20,5,1588,1588,2,3,7,825,1,227000
80,5,911,954,1,3,6,576,30,132500
20,6,816,816,1,2,3,288,71,100000
50,6,803,1360,1,2,6,297,68,125500
160,6,765,1365,1,3,7,440,39,125000
20,5,1350,1334,2,2,6,630,32,167900
90,5,1656,1656,2,4,8,506,35,135000
30,4,693,693,1,2,4,0,65,52500
60,5,916,1861,2,3,8,492,4,200000
20,7,864,864,1,3,5,288,34,128500
20,5,858,872,1,3,5,480,36,123000
20,5,1114,1114,1,3,6,576,5,155000
60,5,1284,2169,2,3,7,647,5,228500
50,6,896,1913,1,3,9,342,81,177000
60,5,728,1456,2,3,8,440,1,155835
30,4,960,960,1,2,5,308,87,108500
20,7,1568,2156,2,3,9,508,38,262500
20,5,1732,1776,2,3,7,712,1,283463
20,5,1482,1494,2,3,5,514,9,215000
70,5,684,2358,2,4,8,0,136,122000
90,5,1248,2634,2,6,12,968,40,200000
60,6,858,1716,1,4,8,490,46,171000
50,9,698,1176,1,2,4,624,72,134900
50,5,2033,3238,2,4,9,666,15,410000
60,5,992,1865,2,3,7,839,8,235000
80,6,570,1920,3,4,8,487,38,170000
20,5,864,892,1,3,5,264,42,110000
20,6,1078,1078,1,3,6,500,39,149900
160,5,756,1573,2,3,5,440,10,177500
20,5,1980,1980,2,3,8,770,2,315000
70,6,612,2601,3,4,8,621,87,189000
20,5,1530,1530,2,3,7,430,4,260000
50,4,715,1738,2,4,7,368,89,104900
60,5,616,1412,2,3,6,432,1,156932
160,5,600,1200,2,2,4,480,1,144152
60,5,814,1674,2,3,7,663,10,216000
60,5,873,1790,2,3,7,588,9,193000
160,6,757,1475,2,4,6,336,29,127000
120,5,848,848,1,1,4,420,6,144000
20,5,1657,1668,2,3,8,502,7,232000
50,6,840,1374,1,2,6,338,89,105000
80,6,992,1661,1,3,8,377,53,165500
60,6,1108,2097,2,3,8,583,8,274300
20,5,2633,2633,2,2,8,804,6,466500
60,5,1026,1958,2,3,9,936,3,250000
20,5,1571,1571,2,3,7,722,0,239000
30,5,768,790,1,2,4,160,78,91000
50,5,984,1604,2,3,6,660,68,117000
160,5,483,987,1,2,5,264,33,83000
80,5,384,1394,2,3,7,400,2,167500
30,3,864,864,1,2,5,200,96,58500
20,7,1205,2117,2,4,7,550,38,237500
70,7,596,1762,1,4,8,576,86,157000
30,7,816,1416,2,3,7,576,89,112000
50,5,560,1258,1,2,6,280,70,105000
50,8,796,1154,1,3,7,240,88,125500
60,5,1392,2784,3,5,12,564,28,250000
50,7,714,2526,2,5,10,216,91,136000
20,5,1746,1746,2,3,7,758,3,377500
50,6,735,1218,1,3,6,440,66,131000
20,5,1525,1525,2,3,6,541,6,235000
90,5,1584,1584,2,4,8,792,42,124000
85,5,864,900,1,3,6,288,39,123000
190,7,482,1912,2,3,7,672,103,163000
120,5,1356,1500,2,2,6,648,0,246578
60,5,1094,2482,2,4,9,642,2,281213
20,5,747,1687,1,3,7,572,62,160000
70,8,939,1513,1,4,8,180,87,137500
50,4,1208,1904,1,3,7,240,59,138000
50,6,976,1608,2,3,7,216,84,137450
50,7,862,1158,1,3,5,208,79,120000
60,5,839,1593,2,3,8,398,4,193000
20,5,1286,1294,2,2,6,662,0,193879
20,5,1485,1464,2,3,6,754,0,282922
50,4,672,1214,1,3,6,936,91,105000
120,5,1594,1646,2,2,5,482,4,275000
85,7,768,768,1,2,5,396,37,133000
20,5,833,833,1,3,5,0,24,112000
70,7,622,1363,1,3,6,528,100,125500
60,6,791,2093,2,3,7,542,22,215000
60,5,944,1840,2,3,6,622,8,230000
50,8,856,1668,1,3,6,271,59,140000
90,5,0,1040,2,2,6,420,60,90000
20,5,1844,1844,2,2,7,620,4,257000
50,7,833,1848,1,4,8,370,85,207000
120,5,1386,1569,2,1,7,660,2,175900
190,6,777,2290,2,4,11,560,125,122500
60,5,1284,2450,2,3,7,1069,11,340000
20,5,1144,1144,1,3,6,336,45,124000
20,5,1844,1844,2,3,7,540,37,223000
60,6,708,1416,2,3,7,776,38,179900
120,5,1069,1069,2,2,4,440,33,127500
120,5,848,848,1,1,3,420,5,136500
80,7,697,2201,2,4,8,432,40,274970
20,5,1024,1344,1,2,6,484,49,144000
20,6,1252,1252,1,3,7,528,49,142000
60,5,1223,2127,2,3,5,525,14,271000
50,6,913,1558,1,3,6,288,63,140000
30,7,788,804,1,2,4,240,70,119000
20,7,1440,1440,2,3,7,467,26,182900
60,5,732,1838,2,4,7,372,1,192140
120,6,958,958,2,2,5,440,33,143750
30,6,656,968,2,4,5,216,80,64500
60,5,936,1792,2,3,8,451,8,186500
20,5,1126,1126,2,3,5,484,29,160000
20,9,1319,1537,1,3,7,462,46,174000
20,6,864,864,1,3,5,528,36,120500
20,5,1932,1932,2,2,7,774,0,394617
20,7,912,1236,1,2,6,923,53,149700
60,6,539,1725,2,3,6,550,28,197000
70,7,588,2555,2,3,11,672,86,191000
120,5,848,848,1,1,3,420,4,149300
60,5,1017,2007,2,3,10,812,1,310000
30,6,952,952,1,2,4,192,93,121000
20,5,1422,1422,2,3,7,626,3,179600
85,5,814,913,1,3,6,240,41,129000
20,7,1188,1188,1,3,6,312,48,157900
60,5,1220,2090,2,3,8,556,12,240000
50,7,560,1346,1,2,6,384,97,112000
180,7,630,630,1,1,3,0,36,92000
90,5,896,1792,2,4,8,0,35,136000
20,5,1573,1578,2,3,7,840,1,287090
180,5,547,1072,1,2,5,525,1,145000
20,5,1140,1140,1,3,6,0,0,84500
20,5,1221,1221,2,2,6,400,5,185000
60,5,953,1647,2,3,7,460,8,175000
20,6,1542,2073,2,3,7,500,32,210000
70,9,1152,2340,2,4,9,252,69,266500
20,6,1078,1078,1,2,5,240,60,142125
20,6,1256,1256,1,3,6,276,43,147500
