MSSubClass,MSZoning,LotArea,Utilities,Neighborhood,OverallCond,YearBuilt,RoofMatl,Exterior1st,ExterCond,Foundation,TotalBsmtSF,CentralAir,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageType,GarageCars,GarageArea,PavedDrive,YrSold,SaleType,SalePrice
20,RL,14157,AllPub,StoneBr,5,2005,CompShg,VinylSd,TA,PConc,1922,Y,1922,2,0,3,1,8,Attchd,3,676,Y,2007,WD,377426
20,RL,9135,AllPub,CollgCr,5,2002,CompShg,VinylSd,TA,PConc,1536,Y,1536,2,0,3,1,7,Attchd,2,532,Y,2008,WD,214000
20,RL,14145,AllPub,NWAmes,7,1984,CompShg,Wd Sdng,TA,CBlock,1208,Y,1621,2,0,3,1,8,Attchd,2,440,Y,2006,WD,202500
20,RL,12400,AllPub,NAmes,7,1958,CompShg,Wd Sdng,TA,CBlock,1215,Y,1215,1,0,3,1,6,Attchd,1,297,Y,2009,WD,155000
60,RL,14191,AllPub,Timber,5,2002,CompShg,VinylSd,TA,PConc,967,Y,1908,2,1,4,1,9,Attchd,2,431,Y,2010,WD,202900
20,RH,8400,AllPub,SawyerW,4,1950,CompShg,Wd Sdng,Fa,CBlock,721,Y,841,1,0,2,1,4,CarPort,1,294,N,2009,WD,82000
90,RL,8544,AllPub,NAmes,4,1949,CompShg,Stucco,TA,Slab,0,N,1040,2,0,2,2,6,Detchd,2,400,Y,2006,WD,87500
120,RL,8849,AllPub,NridgHt,5,2005,CompShg,MetalSd,TA,PConc,1684,Y,1684,2,0,2,1,6,Attchd,2,564,Y,2008,WD,266000
160,RM,2592,AllPub,MeadowV,3,1976,CompShg,CemntBd,TA,CBlock,536,Y,1112,1,1,3,1,4,Attchd,1,336,Y,2010,WD,85000
50,RL,6435,AllPub,BrkSide,5,1939,CompShg,MetalSd,TA,BrkTil,972,Y,1577,1,0,3,1,6,Detchd,1,312,Y,2006,WD,140200
20,RL,12772,AllPub,NAmes,8,1960,CompShg,MetalSd,Gd,CBlock,958,Y,958,1,0,2,1,5,Attchd,1,301,Y,2007,WD,151500
20,RL,17600,AllPub,NAmes,5,1960,CompShg,Wd Sdng,TA,CBlock,1478,Y,1478,2,0,3,1,6,Attchd,2,498,Y,2009,WD,157500
160,RL,2448,AllPub,NridgHt,5,2003,CompShg,VinylSd,TA,PConc,764,Y,1626,2,1,2,1,6,BuiltIn,2,474,Y,2008,WD,154000
60,RL,20431,AllPub,NridgHt,5,2005,CompShg,CemntBd,TA,PConc,1848,Y,2728,2,1,4,1,10,Attchd,3,706,Y,2006,New,437154
120,RL,7820,AllPub,NridgHt,5,2007,CompShg,MetalSd,TA,PConc,1869,Y,1869,2,0,2,1,6,Attchd,2,617,Y,2007,New,318061
120,RL,5271,AllPub,ClearCr,5,1986,CompShg,Wd Sdng,TA,PConc,1453,Y,1453,1,1,2,1,6,Attchd,2,445,Y,2006,WD,190000
50,RL,9084,AllPub,Edwards,6,1941,CompShg,VinylSd,TA,CBlock,616,N,1111,1,0,3,1,5,Detchd,1,200,Y,2008,ConLw,95000
30,RM,8520,AllPub,OldTown,8,1928,CompShg,VinylSd,Gd,BrkTil,624,Y,720,1,0,2,1,5,Detchd,2,484,Y,2010,WD,105900
50,RL,8400,AllPub,SWISU,5,1940,CompShg,Wd Sdng,TA,CBlock,940,Y,1595,1,0,2,1,6,Attchd,1,240,Y,2006,WD,140000
20,RL,11249,AllPub,CollgCr,5,1995,CompShg,VinylSd,Gd,PConc,1200,Y,1200,2,0,3,1,6,Attchd,2,521,Y,2007,WD,177500
20,RL,9248,AllPub,Gilbert,6,1992,CompShg,HdBoard,TA,PConc,1158,Y,1167,2,0,3,1,6,Attchd,2,400,Y,2009,WD,173000
120,RM,4224,AllPub,MeadowV,5,1976,CompShg,CemntBd,TA,PConc,1142,Y,1142,1,1,3,1,6,Attchd,2,528,Y,2007,WD,134000
80,RL,6930,AllPub,ClearCr,4,1958,CompShg,Wd Sdng,TA,CBlock,1062,Y,1352,1,0,3,1,6,BuiltIn,1,288,Y,2006,WD,130000
60,RL,12011,AllPub,NoRidge,5,1998,CompShg,VinylSd,TA,PConc,1086,Y,1924,2,1,3,1,7,Attchd,2,592,Y,2006,WD,280000
85,RL,7540,AllPub,Mitchel,6,1978,CompShg,VinylSd,TA,CBlock,888,Y,912,1,0,2,1,5,Attchd,2,470,Y,2007,WD,156000
50,RL,9144,AllPub,BrkSide,5,1940,CompShg,MetalSd,TA,CBlock,883,Y,1505,1,0,3,1,8,Detchd,1,240,N,2008,WD,145000
85,RL,7301,AllPub,Edwards,5,2003,CompShg,HdBoard,TA,Slab,0,Y,1922,3,0,4,1,7,BuiltIn,2,672,Y,2009,ConLD,198500
160,RM,1680,AllPub,BrDale,8,1972,CompShg,HdBoard,TA,CBlock,483,Y,987,1,1,2,1,5,Detchd,1,264,Y,2009,WD,118000
60,RL,18800,AllPub,NWAmes,5,1976,CompShg,HdBoard,TA,PConc,796,Y,1574,2,1,3,1,6,Attchd,2,566,Y,2006,WD,190000
70,RM,10690,AllPub,IDOTRR,7,1920,CompShg,VinylSd,Gd,CBlock,672,Y,1344,1,0,3,1,6,Detchd,1,468,Y,2009,WD,147000
20,RL,9500,AllPub,NAmes,5,1963,CompShg,Plywood,TA,CBlock,1394,Y,1394,1,1,3,1,6,Attchd,2,514,Y,2009,WD,159000
80,RL,9150,AllPub,NAmes,5,1962,Tar&Grv,Plywood,TA,CBlock,1099,Y,1431,1,0,3,1,6,Basment,1,296,Y,2008,WD,165000
20,RL,7800,AllPub,NAmes,6,1954,CompShg,HdBoard,TA,PConc,1268,Y,1268,1,0,2,1,7,Attchd,1,244,Y,2010,WD,132000
20,RL,9830,AllPub,NAmes,7,1959,CompShg,Wd Sdng,Gd,CBlock,1063,Y,1287,1,0,3,1,7,Detchd,2,576,Y,2010,WD,162000
60,RL,8121,AllPub,Gilbert,5,2000,CompShg,VinylSd,TA,PConc,953,Y,1664,2,1,3,1,7,Attchd,2,460,Y,2006,WD,172400
50,RL,17120,AllPub,ClearCr,4,1959,CompShg,WdShing,TA,CBlock,0,Y,1588,2,0,4,1,7,Detchd,2,680,N,2008,WD,134432
120,RL,7175,AllPub,SawyerW,5,1984,CompShg,Plywood,TA,CBlock,744,Y,752,1,0,2,1,4,Attchd,1,264,Y,2010,WD,125000
20,RL,10634,AllPub,NAmes,6,1953,CompShg,MetalSd,TA,PConc,608,Y,1319,1,0,3,1,5,Attchd,1,270,Y,2009,WD,123000
60,RL,8200,AllPub,CollgCr,5,2003,CompShg,VinylSd,TA,PConc,847,Y,1928,2,1,4,1,8,BuiltIn,2,434,Y,2007,WD,219500
30,RL,10020,AllPub,Edwards,1,1922,CompShg,Wd Sdng,Fa,BrkTil,683,N,904,0,1,1,1,4,,0,0,Y,2009,WD,61000
85,RL,8846,AllPub,CollgCr,5,1996,CompShg,VinylSd,TA,PConc,870,Y,914,1,0,2,1,5,Detchd,2,576,Y,2006,WD,148000
60,FV,11143,AllPub,Somerst,5,2004,CompShg,CemntBd,TA,PConc,1580,Y,2466,3,0,4,1,8,Attchd,2,610,Y,2007,WD,340000
20,RL,11394,AllPub,StoneBr,2,2010,CompShg,VinylSd,TA,PConc,1856,Y,1856,1,1,1,1,8,Attchd,3,834,Y,2010,New,394432
60,RL,8123,AllPub,Gilbert,5,2000,CompShg,VinylSd,TA,PConc,982,Y,1800,2,1,3,1,7,Attchd,2,463,Y,2009,WD,179000
50,RL,5000,AllPub,SWISU,6,1924,CompShg,BrkFace,TA,BrkTil,1026,Y,1691,2,0,3,1,6,Detchd,1,308,Y,2010,WD,127000
20,FV,7200,AllPub,Somerst,5,2006,CompShg,VinylSd,TA,PConc,1293,Y,1301,2,0,2,1,5,Attchd,2,572,Y,2006,New,187750
60,RL,9245,AllPub,CollgCr,5,2006,CompShg,VinylSd,TA,PConc,939,Y,1797,2,1,3,1,8,Attchd,2,639,Y,2007,WD,213500
45,RH,9000,AllPub,SawyerW,3,1928,CompShg,Wd Sdng,TA,BrkTil,784,N,784,1,0,2,1,5,Detchd,2,360,N,2009,WD,76000
60,RL,53107,AllPub,ClearCr,5,1992,CompShg,HdBoard,TA,PConc,1580,Y,1953,2,1,3,1,9,Attchd,2,501,Y,2007,WD,240000
120,RL,3182,AllPub,Blmngtn,5,2004,CompShg,VinylSd,TA,PConc,1256,Y,1269,2,0,2,1,6,Attchd,2,430,Y,2010,WD,192000
50,RL,8410,AllPub,Edwards,3,1910,CompShg,Wd Sdng,Fa,PConc,658,Y,1184,1,0,5,1,8,,0,0,N,2006,WD,81000
80,RL,7200,AllPub,Edwards,6,1976,CompShg,MetalSd,TA,CBlock,1041,Y,1125,1,0,3,1,6,Detchd,1,352,Y,2009,WD,125000
20,RL,9382,AllPub,CollgCr,5,1999,CompShg,VinylSd,TA,PConc,1468,Y,1479,2,0,3,1,6,Attchd,2,577,Y,2008,WD,191000
60,RL,12474,AllPub,NridgHt,5,2007,CompShg,VinylSd,TA,PConc,1682,Y,2332,2,1,3,1,9,BuiltIn,3,846,Y,2008,New,426000
50,RL,8405,AllPub,Edwards,8,1900,CompShg,MetalSd,TA,BrkTil,861,Y,1367,1,0,4,1,7,Detchd,1,384,Y,2008,WD,119000
60,RL,12209,AllPub,Mitchel,5,2001,CompShg,VinylSd,TA,PConc,804,Y,1961,2,1,3,1,7,BuiltIn,2,560,Y,2009,WD,215000
20,RL,8339,AllPub,NAmes,7,1959,CompShg,MetalSd,TA,Slab,0,Y,882,1,0,3,1,5,Attchd,1,294,Y,2007,WD,106500
30,RL,7446,AllPub,BrkSide,5,1941,CompShg,WdShing,TA,CBlock,788,Y,788,1,0,2,1,4,,0,0,Y,2006,WD,100000
50,RL,10134,AllPub,OldTown,6,1940,CompShg,MetalSd,TA,CBlock,735,Y,1034,1,0,2,1,5,Detchd,1,240,Y,2007,WD,109000
20,RL,9571,AllPub,Edwards,6,1956,CompShg,Wd Sdng,TA,CBlock,1144,Y,1144,1,0,3,1,6,Attchd,1,596,Y,2010,WD,129000
20,RL,7200,AllPub,CollgCr,5,1972,CompShg,MetalSd,TA,CBlock,894,Y,894,1,0,2,1,6,Detchd,2,600,Y,2009,WD,123000
60,RL,7590,AllPub,NAmes,5,1962,CompShg,VinylSd,TA,CBlock,864,Y,1812,2,0,4,1,8,Attchd,1,264,Y,2007,WD,169500
30,RM,8967,AllPub,IDOTRR,2,1920,CompShg,MetalSd,Fa,BrkTil,961,Y,1077,1,0,2,1,6,Detchd,1,338,N,2007,WD,67000
60,FV,8125,AllPub,Somerst,5,2006,CompShg,CemntBd,TA,PConc,1092,Y,1550,2,0,2,1,7,Attchd,2,438,Y,2009,WD,241000
120,RL,14963,AllPub,Veenker,5,1996,CompShg,BrkFace,TA,PConc,1260,Y,1288,1,1,1,1,4,Attchd,2,500,Y,2008,WD,245500
20,RL,8767,AllPub,CollgCr,5,2005,CompShg,VinylSd,TA,PConc,1310,Y,1310,2,0,3,1,6,Attchd,2,400,Y,2006,New,164990
30,RL,10200,AllPub,Sawyer,8,1940,CompShg,Wd Sdng,TA,PConc,672,Y,672,1,0,2,1,4,Detchd,1,240,N,2008,WD,108000
60,RL,12090,AllPub,NoRidge,5,1998,CompShg,VinylSd,TA,PConc,1141,Y,2263,2,1,4,1,10,BuiltIn,2,420,Y,2006,WD,258000
60,RL,10364,AllPub,Gilbert,5,1995,CompShg,MetalSd,TA,PConc,806,Y,1572,2,1,3,1,7,BuiltIn,2,373,Y,2007,WD,168000
20,RL,9991,AllPub,Sawyer,4,1976,CompShg,Plywood,TA,CBlock,1281,Y,1620,2,0,3,1,8,Attchd,2,490,Y,2009,WD,150000
50,RL,10480,AllPub,SWISU,5,1936,CompShg,MetalSd,TA,BrkTil,1064,Y,1639,1,0,3,1,6,Detchd,1,240,Y,2008,WD,115000
70,RL,15576,AllPub,Crawfor,7,1915,CompShg,Wd Sdng,TA,BrkTil,840,Y,1680,2,0,4,1,8,Attchd,1,308,Y,2008,WD,177000
60,RL,14154,AllPub,NridgHt,5,2006,CompShg,VinylSd,TA,PConc,1063,Y,2172,2,1,3,1,9,Attchd,3,947,Y,2007,New,280000
60,FV,10800,AllPub,Somerst,5,2007,CompShg,VinylSd,TA,PConc,1034,Y,2078,2,1,3,1,8,Attchd,3,836,Y,2008,New,339750
20,RL,9571,AllPub,Edwards,3,1958,CompShg,BrkComm,Fa,CBlock,1276,Y,1276,1,0,3,1,5,Attchd,1,350,Y,2009,COD,60000
190,RL,34650,AllPub,Gilbert,5,1955,CompShg,Wd Sdng,TA,CBlock,1056,N,1056,1,0,3,1,5,Attchd,2,572,Y,2006,WD,145000
20,FV,4403,AllPub,Somerst,5,2009,CompShg,MetalSd,TA,PConc,1470,Y,1478,2,1,2,1,7,Attchd,2,484,Y,2010,New,222000
30,RM,8960,AllPub,OldTown,6,1927,CompShg,WdShing,TA,CBlock,1008,Y,1028,1,0,2,1,5,Detchd,2,360,Y,2010,WD,115000
60,RL,11228,AllPub,SawyerW,5,1993,CompShg,VinylSd,TA,PConc,1080,Y,2097,2,1,3,1,9,Attchd,3,678,Y,2008,WD,228000
20,RL,8899,AllPub,Gilbert,5,2007,CompShg,VinylSd,TA,PConc,1340,Y,1340,2,0,3,1,6,Attchd,2,396,Y,2007,New,181134
60,RL,7844,AllPub,Sawyer,7,1978,CompShg,HdBoard,TA,CBlock,672,Y,1400,1,1,3,1,6,Attchd,2,440,Y,2006,WD,149500
70,RL,22420,AllPub,Crawfor,6,1918,CompShg,Wd Sdng,TA,BrkTil,1370,N,2624,2,1,4,1,10,Detchd,3,864,N,2007,WD,239000
50,RL,8160,AllPub,Edwards,6,1940,CompShg,MetalSd,TA,BrkTil,756,N,1134,1,1,3,1,7,Detchd,1,240,P,2007,WD,126000
20,RL,8450,AllPub,NAmes,6,1968,CompShg,VinylSd,TA,CBlock,1056,Y,1056,1,0,3,1,6,Attchd,1,304,Y,2010,WD,142000
90,RM,7060,AllPub,Mitchel,5,1997,CompShg,VinylSd,Gd,PConc,1344,Y,1344,2,0,2,2,8,Attchd,4,784,Y,2008,WD,206300
20,RL,16635,AllPub,NWAmes,7,1977,CompShg,CemntBd,TA,CBlock,1602,Y,1602,2,0,3,1,8,Attchd,2,529,Y,2009,WD,215000
20,RL,21750,AllPub,Mitchel,5,1954,CompShg,HdBoard,TA,CBlock,988,Y,988,1,0,2,1,4,Attchd,2,520,N,2008,WD,113000
60,RL,9200,AllPub,NoRidge,5,1998,CompShg,VinylSd,TA,PConc,1470,Y,2630,2,1,4,1,8,Attchd,3,696,Y,2008,WD,315000
20,RL,9000,AllPub,NAmes,5,1956,CompShg,Wd Sdng,TA,CBlock,1196,Y,1196,1,0,2,1,6,Attchd,1,297,Y,2008,WD,139000
60,RM,3378,AllPub,OldTown,8,1946,CompShg,HdBoard,Gd,CBlock,651,Y,1389,1,1,3,1,6,Detchd,1,240,P,2009,WD,135000
80,RL,12800,AllPub,SawyerW,5,1989,CompShg,Wd Sdng,TA,PConc,1518,Y,1644,2,0,2,1,5,Attchd,2,569,Y,2009,WD,275000
20,RL,8593,AllPub,NAmes,6,1957,CompShg,MetalSd,TA,CBlock,907,Y,907,1,0,3,1,5,Detchd,1,352,Y,2008,WD,109008
20,RL,6762,AllPub,CollgCr,5,2007,CompShg,VinylSd,TA,PConc,1208,Y,1208,2,0,2,1,6,Attchd,2,628,Y,2007,New,195400
20,RL,11457,AllPub,Timber,5,1988,CompShg,HdBoard,TA,CBlock,1392,Y,1412,2,0,3,1,6,Attchd,2,576,Y,2009,WD,175000
160,RM,1680,AllPub,BrDale,5,1971,CompShg,HdBoard,TA,CBlock,483,Y,987,1,1,2,1,4,Detchd,1,264,Y,2008,COD,85400
50,RM,5586,AllPub,OldTown,7,1920,CompShg,MetalSd,TA,BrkTil,901,Y,1198,1,0,4,1,7,,0,0,N,2008,ConLD,79900
160,RM,1920,AllPub,BrDale,5,1971,CompShg,HdBoard,TA,CBlock,765,Y,1365,1,1,2,1,6,Detchd,2,440,Y,2007,WD,122500
60,RL,10839,AllPub,Gilbert,5,1997,CompShg,VinylSd,TA,PConc,926,Y,1604,2,1,3,1,7,Attchd,2,470,Y,2008,WD,181000
180,RM,1890,AllPub,MeadowV,7,1972,CompShg,CemntBd,Gd,CBlock,630,Y,630,1,0,1,1,3,,0,0,Y,2008,WD,81000
60,RL,10667,AllPub,CollgCr,6,1996,CompShg,VinylSd,TA,PConc,799,Y,1661,2,1,3,1,6,Attchd,2,550,Y,2009,ConLw,212000
50,RM,4400,AllPub,OldTown,8,1920,CompShg,Stucco,TA,BrkTil,648,Y,1118,1,0,2,1,6,Detchd,2,440,Y,2006,WD,116000
45,RM,6000,AllPub,BrkSide,7,1926,CompShg,Wd Sdng,TA,PConc,884,Y,904,1,0,2,1,4,Detchd,1,180,Y,2009,WD,119000
30,RL,4280,AllPub,Crawfor,6,1913,CompShg,WdShing,TA,PConc,440,N,694,1,0,2,1,4,Detchd,1,352,P,2007,WD,90350
50,RL,12354,AllPub,Edwards,8,1920,CompShg,Wd Sdng,TA,BrkTil,684,Y,1196,1,0,3,1,7,Detchd,2,528,Y,2009,ConLI,110000
20,RL,15431,AllPub,NridgHt,5,2008,CompShg,VinylSd,TA,PConc,3094,Y,2402,2,0,2,1,10,Attchd,3,672,Y,2009,WD,555000
90,RL,12108,AllPub,Edwards,4,1955,CompShg,VinylSd,TA,CBlock,1440,N,1440,2,0,4,2,8,,0,0,Y,2008,WD,118000
50,RM,6240,AllPub,BrkSide,7,1930,CompShg,MetalSd,TA,PConc,1078,Y,1573,2,0,3,1,8,Detchd,2,360,P,2008,WD,162900
120,RL,3922,AllPub,Blmngtn,5,2006,CompShg,WdShing,TA,PConc,1258,Y,1258,2,0,2,1,6,Attchd,3,648,Y,2007,New,172500
60,RL,8750,AllPub,CollgCr,5,1994,CompShg,VinylSd,Gd,PConc,915,Y,1908,2,1,4,1,8,Attchd,2,493,Y,2008,WD,210000
20,RL,9855,AllPub,Edwards,5,1956,CompShg,Wd Sdng,TA,CBlock,1436,Y,1689,1,0,3,1,7,Attchd,2,480,Y,2009,COD,127500
20,RL,16492,AllPub,NAmes,6,1966,CompShg,BrkFace,TA,CBlock,1517,Y,1888,2,1,2,1,6,Attchd,2,578,Y,2010,WD,190000
60,RL,11214,AllPub,Gilbert,5,1998,CompShg,VinylSd,TA,PConc,930,Y,1886,2,1,4,1,10,Attchd,2,431,Y,2006,WD,199900
50,RM,8600,AllPub,IDOTRR,6,1937,CompShg,MetalSd,TA,BrkTil,780,Y,1376,2,0,3,1,7,Detchd,1,198,N,2006,WD,119500
50,RM,6000,AllPub,OldTown,7,1948,CompShg,MetalSd,Gd,CBlock,649,Y,1183,1,1,2,1,6,Detchd,1,308,Y,2007,WD,120000
30,RM,5684,AllPub,OldTown,8,1930,CompShg,Wd Sdng,TA,BrkTil,813,Y,813,1,0,2,1,5,Detchd,1,270,N,2006,WD,110000
20,RL,70761,AllPub,ClearCr,5,1975,WdShngl,Plywood,TA,CBlock,1533,Y,1533,2,0,2,1,5,Attchd,2,576,Y,2006,WD,280000
60,RL,9303,AllPub,Timber,5,1996,CompShg,VinylSd,TA,PConc,872,Y,1756,2,1,3,1,7,Attchd,2,422,Y,2007,WD,204000
60,FV,9000,AllPub,Somerst,5,2008,CompShg,VinylSd,TA,PConc,768,Y,1590,2,1,3,1,6,Attchd,2,676,Y,2009,WD,210000
90,RL,9297,AllPub,Mitchel,5,1976,CompShg,Plywood,TA,CBlock,1728,Y,1728,2,0,4,2,8,Detchd,2,560,Y,2006,WD,188000
20,RL,9600,AllPub,NWAmes,6,1973,CompShg,HdBoard,TA,CBlock,1242,Y,1242,1,1,3,1,6,Attchd,2,528,Y,2007,WD,175500
70,RM,4571,AllPub,OldTown,5,1916,CompShg,AsbShng,TA,BrkTil,624,N,1344,1,0,4,1,7,Detchd,3,513,Y,2008,COD,98000
20,RL,53227,AllPub,ClearCr,6,1954,Tar&Grv,Plywood,TA,CBlock,1364,Y,1663,1,0,2,1,6,Attchd,2,529,Y,2008,WD,256000
70,RM,5100,AllPub,OldTown,7,1925,CompShg,Stucco,Gd,PConc,588,Y,1666,1,0,3,1,7,Detchd,1,228,Y,2008,WD,161000
50,RL,7015,AllPub,BrkSide,4,1950,CompShg,MetalSd,TA,CBlock,709,Y,1203,1,0,3,1,5,Detchd,1,352,Y,2009,WD,110000
60,FV,8004,AllPub,Somerst,5,2009,CompShg,VinylSd,TA,PConc,832,Y,1935,2,1,3,1,8,BuiltIn,2,552,Y,2009,New,263435
70,RL,7200,AllPub,SWISU,9,1936,CompShg,Wd Sdng,Gd,PConc,560,Y,1135,1,0,3,1,6,Detchd,2,576,Y,2009,WD,155000
20,RL,8281,AllPub,Sawyer,5,1965,CompShg,MetalSd,TA,CBlock,864,Y,864,1,0,3,1,5,Detchd,1,360,Y,2009,WD,62383
70,RL,11988,AllPub,Crawfor,7,1934,CompShg,Stucco,TA,CBlock,715,Y,1660,1,1,3,1,6,Detchd,1,240,Y,2008,WD,188700
20,RL,8430,AllPub,CollgCr,5,1978,CompShg,HdBoard,TA,CBlock,1040,Y,1040,2,0,3,1,5,,0,0,Y,2009,WD,124000
120,RM,3072,AllPub,Blmngtn,5,2004,CompShg,VinylSd,TA,PConc,1375,Y,1414,2,0,2,1,6,Attchd,2,398,Y,2006,WD,178740
20,RL,10628,AllPub,NAmes,5,1970,Tar&Grv,Plywood,Gd,CBlock,1277,Y,1277,1,0,2,1,5,Attchd,2,526,Y,2007,WD,167000
70,RL,9480,AllPub,NAmes,7,1942,CompShg,MetalSd,TA,CBlock,728,Y,1644,1,1,3,1,7,Attchd,1,312,Y,2007,WD,146500
20,RL,11428,AllPub,NridgHt,5,2006,CompShg,VinylSd,TA,PConc,1626,Y,1634,2,0,3,1,7,Attchd,3,866,Y,2007,WD,250000
60,RL,9291,AllPub,SawyerW,5,1993,CompShg,HdBoard,TA,PConc,832,Y,1710,2,1,3,1,7,Attchd,2,506,Y,2008,WD,187000
120,RL,6820,AllPub,StoneBr,5,1985,CompShg,HdBoard,TA,PConc,1488,Y,1502,1,1,1,1,4,Attchd,2,528,Y,2010,WD,212000
60,RL,11952,AllPub,NWAmes,6,1977,WdShake,WdShing,TA,CBlock,808,Y,1969,2,1,3,1,8,Attchd,2,534,Y,2007,WD,190000
180,RM,3675,AllPub,Edwards,5,2005,CompShg,VinylSd,TA,PConc,547,Y,1072,1,0,2,1,5,Basment,2,525,Y,2008,WD,148000
20,RL,14977,AllPub,NridgHt,5,2006,CompShg,VinylSd,TA,PConc,1976,Y,1976,2,0,2,1,7,Attchd,3,908,Y,2007,New,440000
120,RL,5330,AllPub,StoneBr,5,2000,CompShg,CemntBd,TA,PConc,1494,Y,1652,2,0,2,1,6,Attchd,2,499,Y,2007,WD,251000
20,RL,8480,AllPub,Sawyer,6,1963,CompShg,HdBoard,TA,CBlock,970,Y,970,1,0,2,1,5,Detchd,2,624,Y,2007,WD,132500
20,RL,13125,AllPub,CollgCr,5,1997,CompShg,VinylSd,TA,PConc,1478,Y,1493,2,0,3,1,7,Attchd,2,508,Y,2008,WD,208900
60,RL,13693,AllPub,NridgHt,5,2006,CompShg,VinylSd,TA,PConc,2153,Y,2643,2,1,3,1,9,BuiltIn,3,694,Y,2007,WD,380000
20,RL,10637,AllPub,CollgCr,5,2007,CompShg,VinylSd,TA,PConc,1705,Y,1718,2,0,3,1,7,Attchd,3,826,Y,2009,WD,297000
30,RM,5925,AllPub,OldTown,7,1937,CompShg,Stucco,TA,BrkTil,907,Y,1131,1,0,2,1,7,Detchd,2,672,Y,2007,WD,89471
20,RL,16033,AllPub,NridgHt,5,2004,CompShg,VinylSd,TA,PConc,1833,Y,1850,2,0,3,1,8,Attchd,3,772,Y,2006,WD,326000
20,RL,11846,AllPub,NridgHt,5,2003,CompShg,VinylSd,TA,PConc,1792,Y,1792,2,0,2,1,6,Attchd,3,874,Y,2006,WD,374000
70,RM,2500,AllPub,OldTown,8,1915,CompShg,Stucco,TA,PConc,910,Y,1826,1,1,4,1,7,Attchd,1,164,Y,2009,WD,155000
120,RM,4500,AllPub,Mitchel,5,1998,CompShg,VinylSd,TA,PConc,1216,Y,1216,2,0,2,1,5,Attchd,2,402,Y,2006,WD,164000
20,RL,7758,AllPub,Sawyer,7,1962,CompShg,HdBoard,Gd,CBlock,999,Y,999,1,0,3,1,6,Detchd,1,264,Y,2007,WD,132500
20,RL,9600,AllPub,NAmes,7,1950,CompShg,MetalSd,TA,CBlock,1113,Y,1113,1,0,3,1,5,Attchd,1,264,Y,2009,WD,147000
20,RL,10289,AllPub,NAmes,7,1965,CompShg,MetalSd,TA,CBlock,1073,Y,1073,1,1,3,1,6,Attchd,2,515,Y,2007,WD,156000
20,RL,12243,AllPub,NWAmes,6,1971,CompShg,Plywood,TA,CBlock,1484,Y,1484,2,0,3,1,7,Attchd,2,487,Y,2007,WD,175000
190,RL,10800,AllPub,OldTown,4,1900,CompShg,Wd Sdng,Fa,CBlock,954,N,2414,2,0,3,2,10,Attchd,2,520,N,2006,ConLD,160000
180,RM,1526,AllPub,MeadowV,8,1970,CompShg,CemntBd,Gd,CBlock,630,Y,630,1,0,1,1,3,Attchd,1,286,Y,2009,WD,86000
160,RM,2665,AllPub,MeadowV,6,1976,CompShg,CemntBd,TA,PConc,264,Y,1304,1,1,3,1,4,BuiltIn,1,336,Y,2008,WD,115000
50,RL,9490,AllPub,NAmes,7,1941,CompShg,Wd Sdng,TA,CBlock,806,Y,1578,1,0,3,1,5,Attchd,1,240,Y,2006,WD,133000
60,RL,15578,AllPub,Gilbert,5,2006,CompShg,VinylSd,TA,PConc,728,Y,1456,2,1,3,1,8,Attchd,2,429,Y,2006,New,172785
20,RL,7931,AllPub,NAmes,6,1960,CompShg,BrkFace,TA,CBlock,1269,Y,1269,1,1,3,1,6,Detchd,1,308,Y,2008,WD,155000
30,RM,5784,AllPub,OldTown,8,1938,CompShg,MetalSd,TA,BrkTil,190,Y,886,1,0,2,1,4,Attchd,1,273,Y,2009,WD,91300
30,C (all),7879,AllPub,IDOTRR,5,1920,CompShg,Wd Sdng,TA,CBlock,720,N,720,1,0,2,1,4,,0,0,N,2009,WD,34900
20,RL,12692,AllPub,NoRidge,5,1992,CompShg,BrkFace,TA,PConc,3200,Y,3228,3,0,4,1,10,Attchd,2,546,Y,2007,WD,430000
50,RL,9120,AllPub,BrkSide,6,1925,CompShg,Wd Sdng,Gd,PConc,1026,Y,1820,2,0,4,1,8,Detchd,1,240,N,2008,WD,184000
20,RL,7800,AllPub,Sawyer,7,1967,CompShg,HdBoard,TA,PConc,864,Y,899,1,0,3,1,5,Attchd,1,288,Y,2009,WD,130000
20,RL,7535,AllPub,NAmes,7,1958,CompShg,MetalSd,TA,CBlock,912,Y,912,1,0,2,1,5,Attchd,1,297,Y,2007,WD,120000
160,RM,1890,AllPub,BrDale,5,1973,CompShg,HdBoard,TA,CBlock,672,Y,1218,1,1,3,1,7,Detchd,1,264,Y,2007,WD,113000
60,FV,9803,AllPub,Somerst,5,2005,CompShg,VinylSd,TA,PConc,866,Y,1768,2,1,3,1,7,Attchd,2,603,Y,2008,WD,226700
20,RL,9170,AllPub,Edwards,7,1965,CompShg,MetalSd,TA,CBlock,1214,Y,1214,1,0,2,1,6,Detchd,2,461,Y,2007,WD,140000
20,RL,15602,AllPub,Crawfor,8,1959,CompShg,BrkFace,TA,CBlock,1501,Y,1801,2,0,1,1,6,Attchd,2,484,Y,2010,WD,289000
160,RL,2308,AllPub,NPkVill,5,1974,CompShg,Plywood,TA,CBlock,855,Y,1322,2,1,3,1,6,Attchd,2,440,Y,2009,WD,147000
