MSSubClass,LotArea,OverallCond,Exterior1st,TotalBsmtSF,CentralAir,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageArea,Neighborhood,Age,SalePrice
80,9600,6,AsbShng,1156,Y,1520,1,0,3,1,7,364,NAmes,55,153000
60,11606,5,Plywood,1040,Y,2080,1,2,5,1,9,504,NAmes,38,135000
80,9020,5,Plywood,1248,Y,1350,1,1,3,1,6,520,NAmes,44,168500
70,9000,6,VinylSd,636,Y,1750,1,0,3,1,8,240,OldTown,126,124000
120,4590,5,VinylSd,1554,Y,1554,2,0,2,1,6,627,NridgHt,1,209500
20,11900,5,Plywood,1386,Y,1411,2,0,3,1,6,544,NWAmes,32,82500
20,9250,7,Wd Sdng,1056,Y,1056,1,0,3,1,6,260,NAmes,53,139400
90,6979,5,Plywood,1056,Y,1056,0,0,0,2,4,576,OldTown,30,144000
190,10896,7,VinylSd,1440,Y,3395,2,0,8,2,14,0,SWISU,93,200000
30,6120,3,AsbShng,264,N,800,1,0,1,1,4,0,BrkSide,73,60000
190,6000,4,Wd Sdng,811,Y,1387,2,0,3,2,7,256,OldTown,55,93000
30,8777,7,MetalSd,796,Y,796,1,0,2,1,4,0,Edwards,98,85000
120,3982,5,VinylSd,1520,Y,1567,2,0,1,1,7,648,Blmngtn,0,264561
120,12677,5,MetalSd,1518,Y,1518,1,1,1,1,6,588,NridgHt,5,274000
60,7050,5,VinylSd,1057,Y,1929,2,1,3,1,7,650,Somerst,6,226000
80,13860,7,Plywood,1952,Y,2704,2,1,4,1,9,538,NAmes,37,345000
60,10793,5,WdShing,780,Y,1620,2,1,4,1,7,462,NWAmes,38,152000
20,9187,5,CemntBd,1766,Y,1766,2,1,2,1,7,478,Somerst,0,370878
20,10530,5,Plywood,981,Y,981,1,1,3,1,5,576,NAmes,36,143250
20,7200,5,MetalSd,0,Y,1048,1,0,3,1,7,420,NAmes,58,98300
20,10452,5,Wd Sdng,1094,Y,1094,1,0,3,1,5,495,Edwards,55,155000
60,7700,5,MetalSd,756,Y,1839,1,1,4,1,7,442,NAmes,44,155000
180,1936,6,CemntBd,630,Y,630,1,0,1,1,3,0,MeadowV,37,84500
60,8125,6,CemntBd,813,Y,1665,2,1,3,1,7,562,Somerst,1,205950
70,9084,5,MetalSd,755,Y,1510,1,0,4,1,7,296,Edwards,69,108000
60,8750,5,VinylSd,880,Y,1716,2,1,2,1,7,512,CollgCr,13,191000
50,10320,7,MetalSd,756,Y,1469,1,0,3,1,7,216,IDOTRR,102,135000
20,10437,6,MetalSd,2109,Y,2113,2,1,2,1,7,839,NoRidge,13,350000
160,1680,5,HdBoard,525,Y,1092,1,1,3,1,6,264,BrDale,39,88000
20,10007,7,HdBoard,1053,Y,1053,1,1,3,1,5,312,NAmes,49,145500
70,7200,6,Stucco,776,Y,1502,1,1,3,1,6,270,Crawfor,77,149000
50,17503,5,VinylSd,912,Y,1458,1,0,3,1,6,330,NAmes,62,97500
20,9937,7,MetalSd,1486,Y,1486,1,0,3,1,7,480,Edwards,45,167000
60,12384,7,Plywood,793,Y,1935,2,1,3,1,7,550,NWAmes,31,197900
60,46589,7,VinylSd,1629,Y,2448,2,1,4,1,8,711,NoRidge,15,402000
20,13560,3,Wd Sdng,1392,Y,1392,1,0,2,1,5,576,NAmes,41,110000
85,10012,5,Plywood,1138,Y,1181,2,0,3,1,6,588,Edwards,36,137500
20,20896,5,VinylSd,2077,Y,2097,1,1,1,1,8,1134,Somerst,1,423000
60,11194,5,VinylSd,1406,Y,1936,2,1,3,1,7,504,Gilbert,6,230500
60,18450,5,Plywood,1021,Y,2380,2,1,3,1,7,596,NAmes,42,129000
20,8125,5,HdBoard,1408,Y,1679,2,0,3,1,7,575,SawyerW,14,193500
20,14175,6,CemntBd,1188,Y,1437,1,1,3,1,6,576,Sawyer,50,168000
30,11600,5,MetalSd,700,Y,1180,1,0,2,1,5,252,Crawfor,84,137500
60,8633,5,VinylSd,738,Y,1476,2,1,3,1,7,540,CollgCr,4,173500
70,6629,6,Wd Sdng,672,N,1369,2,0,3,1,6,300,Edwards,84,103600
20,11250,6,Plywood,1208,Y,1208,1,1,3,1,6,546,Veenker,29,165000
20,14442,7,CemntBd,1477,Y,1839,2,0,3,1,7,416,Crawfor,50,257500
20,9200,6,HdBoard,1136,Y,1136,1,0,3,1,5,384,NAmes,43,140000
160,2289,6,Plywood,855,Y,1441,2,1,3,1,7,440,NPkVill,31,148500
70,9600,2,AsbShng,1095,N,1774,2,0,4,2,8,779,OldTown,106,87000
30,9022,8,VinylSd,768,Y,792,1,0,2,1,5,240,OldTown,85,109500
20,11844,5,VinylSd,2046,Y,2046,2,1,3,1,7,834,StoneBr,1,372500
20,9945,5,Wd Sdng,988,Y,988,1,0,3,1,5,572,Sawyer,46,128500
120,8012,5,Plywood,923,Y,923,2,0,2,1,5,264,SawyerW,30,143000
50,4500,5,VinylSd,793,Y,1520,1,0,3,1,6,281,SWISU,77,159434
120,2887,5,Wd Sdng,1291,Y,1291,1,0,2,1,6,431,ClearCr,12,173000
20,11248,5,VinylSd,1626,Y,1668,2,0,3,1,7,702,CollgCr,5,285000
60,16770,5,VinylSd,1195,Y,1839,2,1,4,1,7,486,NoRidge,12,221000
160,5062,5,HdBoard,1190,Y,2090,2,0,3,1,6,577,StoneBr,23,207500
60,10207,6,VinylSd,874,Y,1761,3,0,3,1,7,578,Somerst,0,227875
160,5105,5,MetalSd,551,Y,1102,2,1,2,1,4,480,Somerst,3,148800
20,8089,6,MetalSd,1419,Y,1419,2,0,2,1,7,567,StoneBr,0,392000
120,7577,5,VinylSd,1362,Y,1362,2,0,2,1,6,460,NridgHt,2,194700
120,4426,5,VinylSd,848,Y,848,1,0,1,1,3,420,CollgCr,4,141000
60,21535,6,HdBoard,2444,Y,4316,3,1,4,1,10,832,NoRidge,13,755000
60,26178,5,MetalSd,1210,Y,2519,2,1,4,1,9,628,Timber,17,335000
30,5400,6,MetalSd,1073,Y,1073,1,0,2,1,4,326,OldTown,85,108480
50,6120,6,Wd Sdng,927,Y,1539,1,1,3,1,5,576,BrkSide,73,141500
20,13811,6,HdBoard,1112,Y,1137,2,0,2,1,5,551,Timber,19,176000
30,6000,7,Wd Sdng,616,Y,616,1,0,2,1,4,205,BrkSide,85,89000
20,6420,7,Wd Sdng,980,Y,1148,1,0,2,1,6,308,Edwards,54,123500
20,8450,8,MetalSd,894,Y,894,1,0,3,1,5,336,Sawyer,45,138500
120,4282,5,MetalSd,1391,Y,1391,2,0,2,1,5,530,Somerst,4,196000
20,14331,5,VinylSd,1800,Y,1800,2,0,3,1,7,765,Timber,4,312500
20,9600,5,HdBoard,1164,Y,1164,1,1,3,1,6,528,NWAmes,37,140000
60,12438,5,VinylSd,1234,Y,2576,2,1,4,1,10,666,StoneBr,0,361919
190,7630,9,Wd Sdng,360,Y,1812,2,0,4,2,8,672,OldTown,110,140000
20,8400,5,VinylSd,1473,Y,1484,2,0,3,1,7,606,CollgCr,6,213000
190,5600,5,VinylSd,0,N,1092,2,0,3,2,7,0,IDOTRR,80,55000
20,115149,5,Plywood,1643,Y,1824,2,0,2,1,5,739,ClearCr,36,302000
120,6240,5,MetalSd,1324,Y,1324,2,0,2,1,6,550,NridgHt,3,254000
60,9018,5,VinylSd,728,Y,1456,2,1,3,1,8,400,Gilbert,0,179540
20,7162,7,HdBoard,876,Y,904,1,0,3,1,6,408,Sawyer,42,109900
30,4130,6,VinylSd,270,Y,729,1,0,2,1,5,0,BrkSide,73,52000
50,8712,7,MetalSd,859,Y,1178,1,0,2,1,7,384,IDOTRR,110,102776
120,4671,5,HdBoard,1228,Y,1228,2,0,2,1,5,472,StoneBr,20,189000
190,9873,5,HdBoard,960,N,960,1,0,3,1,6,576,BrkSide,36,129000
60,13517,8,HdBoard,725,Y,1479,2,1,3,1,6,475,Sawyer,34,130500
20,10140,5,HdBoard,1064,Y,1350,2,0,3,1,7,478,NWAmes,35,165000
70,10800,8,Wd Sdng,718,Y,2554,1,1,3,1,8,704,OldTown,117,159500
20,10000,6,HdBoard,1176,Y,1178,1,1,3,1,5,439,NWAmes,35,157000
60,10542,5,Wd Sdng,1311,Y,2418,2,1,3,1,9,983,NoRidge,15,341000
20,9920,6,HdBoard,971,Y,971,1,1,3,1,5,300,CollgCr,37,128500
120,6563,5,HdBoard,1742,Y,1742,2,0,2,1,5,564,StoneBr,21,275000
120,4426,5,VinylSd,848,Y,848,1,0,1,1,3,420,CollgCr,6,143000
20,8120,7,MetalSd,864,Y,864,1,0,3,1,5,463,NAmes,39,124500
50,8172,6,MetalSd,941,Y,1470,2,0,4,1,7,548,Edwards,54,135000
20,13286,5,CemntBd,1698,Y,1698,2,0,3,1,8,768,Edwards,2,320000
20,6960,6,HdBoard,864,Y,864,1,0,3,1,5,660,NAmes,39,120500
20,21695,9,Wd Sdng,880,Y,1680,2,0,3,1,5,540,Crawfor,21,222000
20,7314,5,VinylSd,1232,Y,1232,2,0,2,1,6,632,CollgCr,2,194500
90,11475,5,VinylSd,1584,Y,1776,2,0,4,2,9,888,NAmes,51,110000
30,6240,5,MetalSd,780,Y,1208,1,0,2,1,5,539,IDOTRR,84,103000
120,5389,5,CemntBd,1595,Y,1616,2,0,2,1,5,608,StoneBr,15,236500
80,9590,5,VinylSd,868,Y,1146,2,0,3,1,6,438,Timber,4,187500
60,11404,5,VinylSd,1153,Y,2031,2,1,3,1,8,541,CollgCr,10,222500
20,10000,6,HdBoard,864,Y,1144,1,0,3,1,6,264,Sawyer,48,131400
20,8978,5,Plywood,948,Y,948,1,0,3,1,6,300,Sawyer,39,108000
75,10800,7,Wd Sdng,880,N,1768,1,1,2,1,6,320,OldTown,92,163000
90,8544,4,Stucco,0,N,1040,2,0,2,2,6,400,NAmes,56,93500
60,10463,5,VinylSd,893,Y,1801,2,1,3,1,8,800,Gilbert,1,239900
90,10800,5,Plywood,1200,Y,1200,3,0,3,1,5,0,Edwards,22,179000
60,9313,5,VinylSd,864,Y,1728,2,1,3,1,7,572,CollgCr,5,190000
70,9600,7,Wd Sdng,264,Y,1432,2,0,2,1,7,360,OldTown,97,132000
20,6768,8,HdBoard,912,Y,912,1,0,3,1,5,288,Sawyer,47,142000
20,8450,5,VinylSd,1349,Y,1349,2,0,3,1,6,539,SawyerW,7,179000
80,12886,6,HdBoard,520,Y,1464,2,0,3,1,6,480,Sawyer,46,175000
120,5395,5,HdBoard,1337,Y,1337,2,0,2,1,5,462,StoneBr,15,180000
60,8963,9,VinylSd,1142,Y,2715,3,1,4,1,11,831,NWAmes,32,299800
60,8795,5,VinylSd,952,Y,2256,2,1,4,1,8,554,Gilbert,9,236000
70,11700,7,Stucco,1240,N,2640,1,1,4,1,8,864,OldTown,129,265979
20,10593,5,VinylSd,1720,Y,1720,2,0,3,1,7,527,NoRidge,14,260400
50,8405,3,WdShing,0,N,1529,2,0,4,1,9,240,Edwards,64,98000
50,8800,7,Wd Sdng,576,Y,1140,1,0,3,1,7,0,OldTown,100,96500
60,7750,5,VinylSd,660,Y,1320,2,1,3,1,6,400,Gilbert,4,162000
20,9236,5,VinylSd,1479,Y,1494,2,0,3,1,6,576,CollgCr,9,217000
60,10240,5,VinylSd,1030,Y,2098,2,1,3,1,8,878,NridgHt,1,275500
20,7930,8,Plywood,1026,Y,1026,1,0,3,1,5,440,NAmes,40,156000
160,3230,5,MetalSd,729,Y,1471,2,1,3,1,6,440,Somerst,10,172500
60,10769,5,VinylSd,866,Y,1768,2,1,3,1,7,578,CollgCr,2,212000
60,11616,5,HdBoard,672,Y,1386,2,1,3,1,6,440,Sawyer,32,158900
160,2280,5,MetalSd,744,Y,1501,2,1,3,1,6,440,Somerst,9,179400
60,12257,5,VinylSd,1318,Y,2531,2,1,4,1,9,752,NoRidge,12,290000
20,9100,6,Wd Sdng,864,Y,864,1,0,2,1,5,300,NAmes,50,127500
30,6911,5,Wd Sdng,1145,Y,1301,1,0,2,1,5,440,BrkSide,85,100000
60,8640,5,VinylSd,756,Y,1547,2,1,3,1,7,614,Somerst,1,215200
60,9430,5,VinylSd,1252,Y,2365,2,1,3,1,8,856,NoRidge,10,337000
120,9549,5,BrkFace,1494,Y,1494,1,1,2,1,6,481,Veenker,11,270000
20,14587,5,VinylSd,1498,Y,1506,2,0,2,1,6,592,Somerst,0,264132
60,10421,5,HdBoard,980,Y,1714,2,1,3,1,7,496,NWAmes,22,196500
50,12508,7,VinylSd,983,Y,1750,2,0,4,1,7,423,Mitchel,68,160000
20,9100,5,VinylSd,1860,Y,1836,2,0,3,1,8,484,CollgCr,2,216837
60,53504,5,CemntBd,1650,Y,3279,3,1,4,1,12,841,StoneBr,7,538000
85,7252,5,Wd Sdng,858,Y,858,1,0,2,1,5,576,Sawyer,27,134900
20,8877,5,Wd Sdng,836,Y,1220,1,0,2,1,6,396,Edwards,55,102000
80,7819,5,Plywood,1029,Y,1117,1,0,3,1,6,672,Edwards,34,107000
20,10150,5,Wd Sdng,912,Y,912,1,0,2,1,5,275,NAmes,49,114500
20,14226,5,VinylSd,1935,Y,1973,2,0,3,1,9,895,NridgHt,1,395000
120,4500,5,VinylSd,1204,Y,1204,2,0,2,1,5,412,Mitchel,11,162000
20,11210,5,VinylSd,1614,Y,1614,2,0,3,1,7,865,CollgCr,1,221500
20,13350,5,HdBoard,864,Y,894,1,0,3,1,5,440,Sawyer,32,142500
90,8400,5,Plywood,0,Y,2020,2,0,4,2,10,630,SawyerW,30,144000
90,10530,5,Plywood,975,Y,1004,1,0,2,1,4,504,Mitchel,29,135000
20,7875,5,HdBoard,1237,Y,1253,2,0,3,1,6,402,Gilbert,12,176000
60,7153,5,VinylSd,761,Y,1603,2,1,3,1,7,484,SawyerW,14,175900
20,16285,5,VinylSd,1413,Y,1430,2,0,3,1,6,605,CollgCr,8,187100
85,9101,6,Plywood,1097,Y,1110,1,0,1,1,4,602,Mitchel,31,165500
75,6300,6,Wd Sdng,742,Y,1484,2,0,3,1,9,0,OldTown,94,128000
20,9790,5,BrkFace,1372,Y,1342,2,0,3,1,7,457,NWAmes,42,161500
50,10800,6,MetalSd,686,Y,1652,2,0,4,1,7,416,OldTown,95,139000
60,10142,5,VinylSd,956,Y,2084,2,1,4,1,8,618,SawyerW,6,233000
20,6000,7,MetalSd,901,Y,901,1,0,2,1,4,281,OldTown,54,107900
60,12205,8,HdBoard,832,Y,2087,2,1,5,1,9,444,ClearCr,41,187500
120,3182,5,VinylSd,1145,Y,1145,2,0,2,1,5,397,Blmngtn,4,160200
80,11333,5,HdBoard,1029,Y,1062,1,0,3,1,5,539,Mitchel,31,146800
60,9920,5,MetalSd,1117,Y,2013,2,1,3,1,8,455,NoRidge,11,269790
20,9158,5,CemntBd,1496,Y,1496,2,0,3,1,7,474,Somerst,0,225000
60,10832,5,MetalSd,712,Y,1895,2,1,3,1,7,409,Gilbert,14,194500
60,8400,6,HdBoard,650,Y,1564,2,1,3,1,7,476,SawyerW,30,171000
20,8197,5,Plywood,660,Y,1285,1,1,3,1,7,528,Sawyer,30,143500
20,7677,5,VinylSd,773,Y,773,1,0,2,1,4,240,NAmes,55,110000
60,13518,5,VinylSd,1926,Y,3140,3,1,4,1,11,820,NridgHt,1,485000
50,7200,7,Wd Sdng,731,Y,1768,1,1,3,1,7,240,SWISU,70,175000
60,12798,5,VinylSd,616,Y,1688,2,1,4,1,8,603,ClearCr,11,200000
30,4800,7,MetalSd,1196,Y,1196,1,0,2,1,5,440,IDOTRR,91,109900
60,8199,5,WdShing,728,Y,1456,2,1,3,1,7,410,CollgCr,3,189000
60,13891,5,VinylSd,1734,Y,2822,3,1,4,1,12,1020,NridgHt,1,582933
20,9000,5,Wd Sdng,936,Y,1128,1,0,2,1,5,286,NAmes,52,118000
20,12274,5,VinylSd,1417,Y,1428,2,0,3,1,6,554,Somerst,0,227680
80,9750,5,VinylSd,980,Y,980,2,0,3,1,6,384,NAmes,39,135500
70,21384,6,Wd Sdng,1324,Y,1576,1,1,3,1,6,528,BrkSide,86,223500
80,13400,5,VinylSd,1024,Y,1086,1,0,3,1,6,484,NAmes,40,159950
75,8100,5,AsbShng,849,N,2138,2,0,2,3,11,360,OldTown,111,106000
20,10140,6,HdBoard,1040,Y,1309,1,1,3,1,5,484,NWAmes,32,181000
120,4438,5,VinylSd,848,Y,848,1,0,1,1,4,420,CollgCr,4,144500
20,8712,5,Wd Sdng,540,N,1044,1,0,2,1,4,504,IDOTRR,58,55993
20,9750,6,MetalSd,1442,Y,1442,1,1,4,1,7,301,NAmes,49,157900
50,8248,7,Stucco,686,Y,1250,1,1,3,1,7,280,Edwards,88,116000
20,12137,5,VinylSd,1649,Y,1661,2,0,3,1,6,598,CollgCr,12,224900
20,11425,6,BrkFace,1008,Y,1008,1,0,2,1,4,275,NAmes,52,137000
20,13265,5,CemntBd,1568,Y,1689,2,0,3,1,7,857,Mitchel,6,271000
80,8816,7,HdBoard,1010,Y,1052,1,0,3,1,6,440,ClearCr,39,155000
120,6371,5,VinylSd,1358,Y,1358,2,0,2,1,6,484,NridgHt,1,224000
60,7226,5,VinylSd,798,Y,1640,2,1,3,1,6,595,CollgCr,5,183000
20,6000,4,MetalSd,936,N,936,1,0,2,1,4,576,OldTown,56,93000
60,12394,5,VinylSd,847,Y,1733,2,1,3,1,7,433,Gilbert,4,225000
50,9900,7,VinylSd,778,Y,1489,2,0,3,1,7,240,SWISU,69,139500
20,11216,5,VinylSd,1489,Y,1489,2,0,3,1,7,776,Somerst,0,232600
20,14803,5,CemntBd,2078,Y,2084,2,0,2,1,7,1220,NridgHt,1,385000
45,6130,6,MetalSd,784,Y,784,1,0,2,1,5,0,BrkSide,84,109500
20,8529,5,VinylSd,1454,Y,1434,2,0,3,1,6,527,SawyerW,8,189000
60,28698,5,Plywood,1013,Y,2126,2,1,3,1,7,538,ClearCr,42,185000
160,2544,5,MetalSd,600,Y,1223,2,1,2,1,4,480,Somerst,1,147400
20,11900,5,HdBoard,1392,Y,1392,1,1,3,1,6,458,NAmes,51,166000
160,3180,5,MetalSd,600,Y,1200,2,1,2,1,4,480,Somerst,1,151000
60,9548,6,VinylSd,941,Y,1829,2,1,3,1,7,613,CollgCr,7,237000
20,10004,6,HdBoard,1516,Y,1516,1,1,3,1,6,472,NAmes,45,167000
20,7875,6,VinylSd,1144,Y,1144,1,0,3,1,6,456,NAmes,47,139950
20,9600,7,VinylSd,1067,Y,1067,2,0,2,1,4,436,Sawyer,60,128000
30,8100,6,VinylSd,1559,Y,1559,1,0,2,1,5,812,OldTown,59,153500
160,1680,5,HdBoard,483,Y,987,1,1,2,1,5,264,BrDale,35,100000
20,9525,6,VinylSd,1099,Y,1099,1,1,3,1,6,352,CollgCr,13,144000
50,11767,6,MetalSd,768,Y,1200,1,0,3,1,6,240,Edwards,62,130500
70,12155,8,Wd Sdng,672,N,1482,2,0,4,1,7,400,SWISU,83,140000
70,10440,8,MetalSd,650,Y,1539,2,0,3,1,8,686,OldTown,104,157500
80,9020,7,HdBoard,1127,Y,1165,1,1,3,1,6,490,NAmes,42,174900
90,8000,4,BrkFace,1800,N,1800,2,0,6,2,10,0,NAmes,46,141000
50,12665,8,Wd Sdng,876,Y,1416,1,1,4,1,7,720,OldTown,93,153900
85,16647,5,HdBoard,1390,Y,1701,2,0,3,1,6,611,Sawyer,32,171000
60,9317,5,HdBoard,740,Y,1775,2,1,3,1,7,425,SawyerW,16,213000
20,15523,6,HdBoard,864,Y,864,1,0,3,1,5,338,CollgCr,37,133500
50,45600,8,Wd Sdng,907,Y,2358,3,0,5,1,10,360,ClearCr,100,240000
80,9600,7,Plywood,528,Y,1855,2,1,3,1,7,512,Veenker,31,187000
120,4435,5,VinylSd,848,Y,848,1,0,1,1,3,420,CollgCr,4,131500
120,3196,5,VinylSd,1273,Y,1456,2,0,2,1,7,400,Blmngtn,3,215000
75,7128,5,MetalSd,918,Y,1646,2,0,4,1,7,240,Crawfor,66,164000
80,12095,6,MetalSd,1127,Y,1445,1,1,3,1,7,645,NAmes,45,158000
20,17920,4,Wd Sdng,1763,Y,1779,1,1,3,1,6,454,Sawyer,51,170000
20,6897,8,HdBoard,1040,Y,1040,1,1,3,1,6,260,Sawyer,48,127000
80,10970,6,Plywood,940,Y,1026,1,0,3,1,5,576,CollgCr,30,147000
60,8125,5,HdBoard,702,Y,1481,2,1,3,1,6,343,Gilbert,15,174000
20,10400,5,HdBoard,1090,Y,1370,2,0,3,1,6,479,NWAmes,33,152000
60,11029,7,HdBoard,1054,Y,2654,2,1,4,1,9,619,NWAmes,38,250000
50,7642,8,Wd Sdng,912,Y,1426,1,1,3,1,7,216,Crawfor,89,189950
190,11625,4,Plywood,1039,Y,1039,1,1,3,1,6,504,Sawyer,45,131500
20,9672,5,HdBoard,1040,Y,1097,2,0,3,1,6,480,SawyerW,26,152000
20,7931,5,BrkFace,1148,Y,1148,1,0,3,1,6,672,NAmes,50,132500
20,8640,5,VinylSd,1372,Y,1372,2,0,3,1,6,529,Somerst,1,250580
20,8750,6,MetalSd,1002,Y,1002,1,0,3,1,5,902,NAmes,39,148500
20,10656,5,VinylSd,1638,Y,1646,2,0,3,1,6,870,Timber,1,248900
20,6970,5,VinylSd,1040,Y,1120,1,1,3,1,5,544,Sawyer,46,129000
60,14762,6,Plywood,0,Y,2320,2,0,2,1,7,672,Gilbert,58,169000
60,9938,5,MetalSd,1050,Y,1949,2,1,3,1,8,574,SawyerW,17,236000
20,6600,5,MetalSd,894,N,894,1,0,2,1,5,308,NAmes,47,109500
60,8750,5,VinylSd,804,Y,1682,2,1,3,1,7,523,CollgCr,12,200500
20,8892,7,WdShing,105,Y,910,1,0,3,1,5,414,NAmes,55,116000
40,12144,7,HdBoard,832,Y,1268,1,0,3,1,6,288,NAmes,60,133000
50,5720,6,Wd Sdng,676,Y,1131,1,1,3,1,5,200,OldTown,68,66500
60,9000,5,CemntBd,1184,Y,2610,2,1,4,1,11,550,Somerst,0,303477
20,25286,5,HdBoard,1064,Y,1040,1,0,3,1,5,648,Mitchel,44,132250
60,8834,5,VinylSd,1462,Y,2224,2,1,4,1,10,738,NridgHt,5,350000
85,11782,7,HdBoard,1109,Y,1155,1,0,3,1,6,576,Sawyer,49,148000
20,7000,8,VinylSd,864,Y,864,1,0,3,1,6,336,CollgCr,31,136500
20,7024,5,VinylSd,1090,Y,1090,1,1,2,1,5,450,Edwards,2,157000
50,13758,5,HdBoard,1156,Y,1717,2,1,3,1,7,400,Timber,17,187500
60,9636,5,VinylSd,808,Y,1593,2,1,3,1,7,389,Gilbert,17,178000
75,6204,5,Wd Sdng,795,N,2230,1,0,5,1,10,440,SWISU,94,118500
20,7150,5,HdBoard,892,Y,892,1,0,3,1,5,288,NAmes,42,100000
120,5119,5,MetalSd,1698,Y,1709,2,0,2,1,5,506,Somerst,9,328900
90,8393,5,MetalSd,1626,Y,1712,2,0,4,2,8,588,NAmes,47,145000
50,16466,7,MetalSd,816,Y,1393,1,1,3,1,8,300,Edwards,53,135500
20,15865,6,Wd Sdng,2217,Y,2217,2,0,4,1,8,621,NAmes,37,268000
20,12160,4,Wd Sdng,1505,Y,1505,1,0,2,1,6,505,NAmes,56,149500
50,8064,7,MetalSd,672,Y,924,1,0,3,1,6,576,NAmes,58,122900
60,11184,5,HdBoard,918,Y,1683,2,1,3,1,7,440,Sawyer,31,172500
20,8414,8,HdBoard,1059,Y,1068,1,0,3,1,6,264,Sawyer,43,154500
20,13284,5,Wd Sdng,1383,Y,1383,1,0,3,1,6,354,Sawyer,54,165000
90,7018,5,Plywood,0,Y,1535,2,0,4,2,8,400,SawyerW,30,118858
60,7056,5,HdBoard,780,Y,1796,1,1,4,1,8,483,NAmes,45,140000
30,8765,6,Wd Sdng,951,N,951,1,0,2,1,6,327,IDOTRR,70,106500
90,7018,5,Plywood,0,Y,2240,2,0,6,2,12,528,SawyerW,30,142953
20,12919,5,VinylSd,2330,Y,2364,2,1,2,1,11,820,NridgHt,1,611657
20,6993,7,HdBoard,912,Y,1236,1,0,3,1,6,288,Sawyer,45,135000
20,7340,6,HdBoard,858,Y,858,1,0,2,1,4,684,NAmes,36,110000
20,8712,7,MetalSd,992,Y,1306,1,0,2,1,5,756,NAmes,52,153000
60,7875,5,VinylSd,783,Y,1509,2,1,3,1,8,393,Gilbert,3,180000
20,14859,5,VinylSd,1670,Y,1670,2,0,3,1,7,690,Gilbert,0,240000
20,6173,6,HdBoard,876,Y,902,1,0,3,1,6,288,Sawyer,40,125500
20,9920,5,HdBoard,1056,Y,1063,1,0,3,1,6,280,NAmes,56,128000
20,13501,5,VinylSd,1623,Y,1636,2,0,3,1,8,865,Somerst,1,255000
50,11500,7,BrkFace,1017,Y,2057,1,1,3,1,6,180,Crawfor,70,250000
20,8885,5,HdBoard,864,Y,902,1,0,2,1,5,484,Mitchel,23,131000
60,12589,5,VinylSd,742,Y,1484,2,1,3,1,8,390,Gilbert,4,174000
90,11600,5,MetalSd,1105,Y,2274,2,0,5,2,12,480,NAmes,50,154300
20,9286,7,HdBoard,1268,Y,1268,1,1,3,1,5,252,CollgCr,32,143500
30,6120,7,MetalSd,768,N,1015,1,0,3,1,6,450,BrkSide,81,88000
90,6270,6,MetalSd,1001,N,2002,2,0,4,2,8,871,Crawfor,58,145000
160,3000,5,VinylSd,612,Y,1224,2,1,2,1,4,528,Somerst,0,173733
160,2001,5,CemntBd,546,Y,1092,1,1,3,1,6,286,MeadowV,37,75000
20,9000,3,AsbShng,480,N,480,0,0,1,1,4,308,IDOTRR,57,35311
20,17140,6,VinylSd,1134,Y,1229,1,0,3,1,6,284,Edwards,53,135000
60,13125,5,HdBoard,1104,Y,2127,2,1,4,1,8,833,SawyerW,16,238000
20,11029,8,MetalSd,1184,Y,1414,1,0,3,1,6,601,NAmes,50,176500
60,8462,5,HdBoard,928,Y,1721,2,1,3,1,7,471,SawyerW,13,201000
90,8777,7,MetalSd,1272,Y,2200,2,2,4,2,9,0,Edwards,108,145900
20,10237,5,VinylSd,1316,Y,1316,2,0,3,1,6,397,Gilbert,1,169990
120,8012,5,Plywood,1604,Y,1617,2,0,2,1,5,533,SawyerW,15,193000
20,10240,6,Plywood,1686,Y,1686,2,0,3,1,7,612,NWAmes,26,207500
20,15611,6,VinylSd,1126,Y,1126,2,0,3,1,6,540,NWAmes,31,175000
60,11999,5,VinylSd,1181,Y,2374,2,1,4,1,10,656,NridgHt,4,285000
60,9900,5,MetalSd,832,Y,1978,2,1,4,1,9,486,NWAmes,40,176000
20,11838,5,VinylSd,1753,Y,1788,2,0,3,1,7,522,CollgCr,8,236500
60,13006,5,HdBoard,964,Y,2236,2,1,4,1,8,642,Gilbert,9,222000
20,8925,5,VinylSd,1466,Y,1466,2,0,3,1,7,610,Timber,2,201000
20,9100,6,VinylSd,925,Y,925,1,0,2,1,5,429,NAmes,44,117500
20,11670,5,VinylSd,1905,Y,1905,2,0,3,1,8,788,Somerst,1,320000
20,8487,5,VinylSd,1500,Y,1500,2,0,3,1,6,570,CollgCr,5,190000
20,27650,7,Wd Sdng,585,Y,2069,2,0,4,1,9,505,NAmes,48,242000
30,5825,5,MetalSd,600,Y,747,1,0,1,1,5,528,BrkSide,80,79900
20,10083,5,VinylSd,1176,Y,1200,2,0,2,1,5,555,SawyerW,6,184900
60,9675,5,VinylSd,1113,Y,1971,2,1,3,1,8,689,Somerst,4,253000
60,8760,5,VinylSd,1391,Y,1962,2,1,3,1,7,868,CollgCr,0,239799
70,24090,7,MetalSd,1032,Y,2403,2,0,4,1,10,349,ClearCr,70,244400
90,12640,5,Plywood,1728,Y,1728,2,0,4,2,8,574,Mitchel,30,150900
60,8755,5,VinylSd,992,Y,2060,2,1,3,1,8,390,Gilbert,10,214000
