MSSubClass,LotArea,Utilities,OverallCond,RoofMatl,Foundation,CentralAir,GrLivArea,KitchenAbvGr,TotRmsAbvGrd,GarageType,GarageArea,PavedDrive,SalePrice,Age
20,12984,AllPub,6,CompShg,CBlock,Y,1647,1,7,Attchd,621,Y,217500,29
160,1950,AllPub,6,CompShg,CBlock,Y,1556,1,6,Attchd,452,Y,151000,28
60,10927,AllPub,5,CompShg,PConc,Y,1904,1,8,BuiltIn,736,Y,275000,1
50,9000,AllPub,6,CompShg,PConc,Y,1375,1,6,Detchd,544,P,141000,70
60,10041,AllPub,5,CompShg,PConc,Y,1915,1,8,Attchd,506,Y,220000,14
160,3182,AllPub,5,CompShg,PConc,Y,1200,1,4,Detchd,480,Y,151000,6
20,12803,AllPub,5,CompShg,PConc,Y,1494,1,6,Attchd,530,Y,221000,6
60,13600,AllPub,6,CompShg,CBlock,Y,1986,1,7,Attchd,486,Y,205000,44
20,12464,AllPub,5,CompShg,PConc,Y,1040,1,6,Detchd,576,Y,152000,13
20,7800,AllPub,8,CompShg,CBlock,Y,2008,1,8,Attchd,230,Y,225000,58
70,12168,AllPub,6,CompShg,PConc,Y,3194,1,10,Basment,380,Y,359100,73
20,7943,AllPub,5,CompShg,CBlock,Y,1029,1,5,Attchd,261,Y,118500,46
60,11050,AllPub,5,CompShg,PConc,Y,2153,1,8,Attchd,736,Y,313000,9
80,10395,AllPub,6,CompShg,CBlock,Y,1032,1,6,Attchd,564,Y,148000,29
60,11885,AllPub,5,CompShg,PConc,Y,1872,1,7,BuiltIn,531,Y,261500,8
20,8402,AllPub,5,CompShg,PConc,Y,1120,1,6,,0,Y,147000,0
180,1491,AllPub,6,CompShg,CBlock,Y,630,1,3,,0,Y,75500,38
85,8800,AllPub,7,CompShg,PConc,Y,1054,1,6,Attchd,480,Y,137500,47
60,7861,AllPub,5,CompShg,PConc,Y,1509,1,7,Attchd,393,Y,183200,4
45,7227,AllPub,6,CompShg,CBlock,Y,832,1,4,Detchd,528,Y,105500,54
20,11694,AllPub,5,CompShg,PConc,Y,1828,1,9,Attchd,774,Y,314813,0
60,12244,AllPub,5,CompShg,PConc,Y,2262,1,10,Attchd,749,Y,305000,5
30,8248,AllPub,3,CompShg,BrkTil,N,864,1,5,,0,N,67000,94
60,10800,AllPub,7,CompShg,CBlock,Y,2614,1,9,Attchd,624,Y,240000,34
20,7064,AllPub,6,CompShg,CBlock,Y,980,1,6,Detchd,484,Y,135000,32
160,2117,AllPub,5,CompShg,PConc,Y,1512,1,4,Detchd,440,Y,168500,7
60,10400,AllPub,5,CompShg,CBlock,Y,1790,1,8,Attchd,484,Y,165150,34
20,10000,AllPub,6,CompShg,CBlock,Y,1116,1,5,Attchd,440,Y,160000,48
20,12342,AllPub,5,CompShg,CBlock,Y,1422,1,6,Attchd,286,Y,139900,47
80,9600,AllPub,6,CompShg,CBlock,Y,1520,1,7,Basment,364,Y,153000,55
60,11606,AllPub,5,CompShg,PConc,Y,2080,1,9,Attchd,504,Y,135000,38
80,9020,AllPub,5,WdShngl,CBlock,Y,1350,1,6,Attchd,520,Y,168500,44
70,9000,AllPub,6,CompShg,BrkTil,Y,1750,1,8,Detchd,240,N,124000,126
120,4590,AllPub,5,CompShg,PConc,Y,1554,1,6,Attchd,627,Y,209500,1
20,11900,AllPub,5,CompShg,CBlock,Y,1411,1,6,Attchd,544,Y,82500,32
20,9250,AllPub,7,CompShg,CBlock,Y,1056,1,6,Attchd,260,Y,139400,53
90,6979,AllPub,5,CompShg,CBlock,Y,1056,2,4,Detchd,576,Y,144000,30
190,10896,AllPub,7,CompShg,CBlock,Y,3395,2,14,,0,N,200000,93
30,6120,AllPub,3,CompShg,BrkTil,N,800,1,4,,0,N,60000,73
190,6000,AllPub,4,CompShg,CBlock,Y,1387,2,7,BuiltIn,256,Y,93000,55
30,8777,AllPub,7,CompShg,CBlock,Y,796,1,4,,0,P,85000,98
120,3982,AllPub,5,CompShg,PConc,Y,1567,1,7,Attchd,648,Y,264561,0
120,12677,AllPub,5,CompShg,PConc,Y,1518,1,6,Attchd,588,Y,274000,5
60,7050,AllPub,5,CompShg,PConc,Y,1929,1,7,Attchd,650,Y,226000,6
80,13860,AllPub,7,CompShg,CBlock,Y,2704,1,9,Attchd,538,Y,345000,37
60,10793,AllPub,5,CompShg,CBlock,Y,1620,1,7,Attchd,462,Y,152000,38
20,9187,AllPub,5,CompShg,PConc,Y,1766,1,7,Attchd,478,Y,370878,0
20,10530,AllPub,5,CompShg,CBlock,Y,981,1,5,Detchd,576,Y,143250,36
20,7200,AllPub,5,CompShg,CBlock,Y,1048,1,7,Detchd,420,Y,98300,58
20,10452,AllPub,5,CompShg,CBlock,Y,1094,1,5,Attchd,495,Y,155000,55
60,7700,AllPub,5,CompShg,CBlock,Y,1839,1,7,Attchd,442,Y,155000,44
180,1936,AllPub,6,CompShg,CBlock,Y,630,1,3,,0,Y,84500,37
60,8125,AllPub,6,CompShg,PConc,Y,1665,1,7,Attchd,562,Y,205950,1
70,9084,AllPub,5,CompShg,CBlock,Y,1510,1,7,Detchd,296,P,108000,69
60,8750,AllPub,5,CompShg,PConc,Y,1716,1,7,Attchd,512,Y,191000,13
50,10320,AllPub,7,CompShg,CBlock,Y,1469,1,7,Detchd,216,Y,135000,102
20,10437,AllPub,6,CompShg,PConc,Y,2113,1,7,Attchd,839,Y,350000,13
160,1680,AllPub,5,CompShg,CBlock,Y,1092,1,6,Detchd,264,Y,88000,39
20,10007,AllPub,7,CompShg,CBlock,Y,1053,1,5,Attchd,312,Y,145500,49
70,7200,AllPub,6,CompShg,BrkTil,Y,1502,1,6,Attchd,270,P,149000,77
50,17503,AllPub,5,CompShg,CBlock,Y,1458,1,6,Attchd,330,Y,97500,62
20,9937,AllPub,7,CompShg,PConc,Y,1486,1,7,Detchd,480,Y,167000,45
60,12384,AllPub,7,CompShg,CBlock,Y,1935,1,7,Attchd,550,Y,197900,31
60,46589,AllPub,7,CompShg,PConc,Y,2448,1,8,Attchd,711,Y,402000,15
20,13560,AllPub,3,CompShg,CBlock,Y,1392,1,5,Attchd,576,Y,110000,41
85,10012,AllPub,5,CompShg,CBlock,Y,1181,1,6,Detchd,588,Y,137500,36
20,20896,AllPub,5,CompShg,PConc,Y,2097,1,8,Attchd,1134,Y,423000,1
60,11194,AllPub,5,CompShg,PConc,Y,1936,1,7,Attchd,504,Y,230500,6
60,18450,AllPub,5,Tar&Grv,CBlock,Y,2380,1,7,CarPort,596,Y,129000,42
20,8125,AllPub,5,CompShg,PConc,Y,1679,1,7,Attchd,575,Y,193500,14
20,14175,AllPub,6,CompShg,CBlock,Y,1437,1,6,Detchd,576,Y,168000,50
30,11600,AllPub,5,CompShg,BrkTil,Y,1180,1,5,Detchd,252,Y,137500,84
60,8633,AllPub,5,CompShg,PConc,Y,1476,1,7,Attchd,540,Y,173500,4
70,6629,AllPub,6,CompShg,BrkTil,N,1369,1,6,Detchd,300,Y,103600,84
20,11250,AllPub,6,CompShg,CBlock,Y,1208,1,6,Attchd,546,Y,165000,29
20,14442,AllPub,7,CompShg,PConc,Y,1839,1,7,Attchd,416,Y,257500,50
20,9200,AllPub,6,CompShg,CBlock,Y,1136,1,5,Attchd,384,Y,140000,43
160,2289,AllPub,6,CompShg,CBlock,Y,1441,1,7,Attchd,440,Y,148500,31
70,9600,AllPub,2,CompShg,BrkTil,N,1774,2,8,2Types,779,N,87000,106
30,9022,AllPub,8,CompShg,BrkTil,Y,792,1,5,Detchd,240,N,109500,85
20,11844,AllPub,5,CompShg,PConc,Y,2046,1,7,Attchd,834,Y,372500,1
20,9945,AllPub,5,CompShg,CBlock,Y,988,1,5,Detchd,572,Y,128500,46
120,8012,AllPub,5,CompShg,CBlock,Y,923,1,5,Attchd,264,Y,143000,30
50,4500,AllPub,5,CompShg,BrkTil,Y,1520,1,6,Detchd,281,Y,159434,77
120,2887,AllPub,5,CompShg,PConc,Y,1291,1,6,Attchd,431,Y,173000,12
20,11248,AllPub,5,CompShg,PConc,Y,1668,1,7,Attchd,702,Y,285000,5
60,16770,AllPub,5,CompShg,PConc,Y,1839,1,7,Attchd,486,Y,221000,12
160,5062,AllPub,5,CompShg,CBlock,Y,2090,1,6,Attchd,577,Y,207500,23
60,10207,AllPub,6,CompShg,PConc,Y,1761,1,7,Attchd,578,Y,227875,0
160,5105,AllPub,5,CompShg,PConc,Y,1102,1,4,Detchd,480,Y,148800,3
20,8089,AllPub,6,CompShg,PConc,Y,1419,1,7,Attchd,567,Y,392000,0
120,7577,AllPub,5,CompShg,PConc,Y,1362,1,6,Attchd,460,Y,194700,2
120,4426,AllPub,5,CompShg,PConc,Y,848,1,3,Attchd,420,Y,141000,4
60,21535,AllPub,6,WdShngl,PConc,Y,4316,1,10,Attchd,832,Y,755000,13
60,26178,AllPub,5,CompShg,PConc,Y,2519,1,9,Attchd,628,Y,335000,17
30,5400,AllPub,6,CompShg,BrkTil,Y,1073,1,4,Detchd,326,Y,108480,85
50,6120,AllPub,6,CompShg,BrkTil,Y,1539,1,5,Detchd,576,Y,141500,73
20,13811,AllPub,6,CompShg,CBlock,Y,1137,1,5,Attchd,551,Y,176000,19
30,6000,AllPub,7,CompShg,CBlock,Y,616,1,4,Detchd,205,Y,89000,85
20,6420,AllPub,7,CompShg,PConc,Y,1148,1,6,Detchd,308,Y,123500,54
20,8450,AllPub,8,CompShg,CBlock,Y,894,1,5,Detchd,336,Y,138500,45
120,4282,AllPub,5,CompShg,PConc,Y,1391,1,5,Attchd,530,Y,196000,4
20,14331,AllPub,5,CompShg,PConc,Y,1800,1,7,Attchd,765,Y,312500,4
20,9600,AllPub,5,CompShg,CBlock,Y,1164,1,6,Attchd,528,Y,140000,37
60,12438,AllPub,5,CompShg,PConc,Y,2576,1,10,BuiltIn,666,Y,361919,0
190,7630,AllPub,9,CompShg,BrkTil,Y,1812,2,8,Detchd,672,N,140000,110
20,8400,AllPub,5,CompShg,PConc,Y,1484,1,7,Attchd,606,Y,213000,6
190,5600,AllPub,5,CompShg,Slab,N,1092,2,7,,0,N,55000,80
20,115149,AllPub,5,CompShg,CBlock,Y,1824,1,5,Attchd,739,Y,302000,36
120,6240,AllPub,5,CompShg,PConc,Y,1324,1,6,Attchd,550,Y,254000,3
60,9018,AllPub,5,CompShg,PConc,Y,1456,1,8,Attchd,400,Y,179540,0
20,7162,AllPub,7,CompShg,PConc,Y,904,1,6,Attchd,408,Y,109900,42
30,4130,AllPub,6,CompShg,CBlock,Y,729,1,5,,0,N,52000,73
50,8712,AllPub,7,CompShg,Stone,Y,1178,1,7,Detchd,384,N,102776,110
120,4671,AllPub,5,CompShg,PConc,Y,1228,1,5,Attchd,472,Y,189000,20
190,9873,AllPub,5,CompShg,CBlock,N,960,1,6,Detchd,576,Y,129000,36
60,13517,AllPub,8,CompShg,CBlock,Y,1479,1,6,Attchd,475,Y,130500,34
20,10140,AllPub,5,CompShg,CBlock,Y,1350,1,7,Attchd,478,Y,165000,35
70,10800,AllPub,8,CompShg,BrkTil,Y,2554,1,8,Detchd,704,P,159500,117
20,10000,AllPub,6,CompShg,CBlock,Y,1178,1,5,Attchd,439,Y,157000,35
60,10542,AllPub,5,CompShg,PConc,Y,2418,1,9,Attchd,983,Y,341000,15
20,9920,AllPub,6,CompShg,CBlock,Y,971,1,5,Attchd,300,Y,128500,37
120,6563,AllPub,5,CompShg,PConc,Y,1742,1,5,Attchd,564,Y,275000,21
120,4426,AllPub,5,CompShg,PConc,Y,848,1,3,Attchd,420,Y,143000,6
20,8120,AllPub,7,CompShg,CBlock,Y,864,1,5,Detchd,463,Y,124500,39
50,8172,AllPub,6,CompShg,PConc,Y,1470,1,7,Detchd,548,Y,135000,54
20,13286,AllPub,5,CompShg,PConc,Y,1698,1,8,Attchd,768,Y,320000,2
20,6960,AllPub,6,CompShg,CBlock,Y,864,1,5,Detchd,660,Y,120500,39
20,21695,AllPub,9,CompShg,CBlock,Y,1680,1,5,Attchd,540,Y,222000,21
20,7314,AllPub,5,CompShg,PConc,Y,1232,1,6,Attchd,632,Y,194500,2
90,11475,AllPub,5,CompShg,CBlock,Y,1776,2,9,Detchd,888,Y,110000,51
30,6240,AllPub,5,CompShg,CBlock,Y,1208,1,5,Detchd,539,Y,103000,84
120,5389,AllPub,5,CompShg,PConc,Y,1616,1,5,Attchd,608,Y,236500,15
80,9590,AllPub,5,CompShg,PConc,Y,1146,1,6,Attchd,438,Y,187500,4
60,11404,AllPub,5,CompShg,PConc,Y,2031,1,8,Attchd,541,Y,222500,10
20,10000,AllPub,6,CompShg,CBlock,Y,1144,1,6,Attchd,264,Y,131400,48
20,8978,AllPub,5,CompShg,PConc,Y,948,1,6,Attchd,300,Y,108000,39
75,10800,AllPub,7,CompShg,BrkTil,N,1768,1,6,Detchd,320,N,163000,92
90,8544,AllPub,4,CompShg,CBlock,N,1040,2,6,Detchd,400,Y,93500,56
60,10463,AllPub,5,CompShg,PConc,Y,1801,1,8,Attchd,800,Y,239900,1
90,10800,AllPub,5,CompShg,CBlock,Y,1200,1,5,,0,Y,179000,22
60,9313,AllPub,5,CompShg,PConc,Y,1728,1,7,Attchd,572,Y,190000,5
70,9600,AllPub,7,CompShg,BrkTil,Y,1432,1,7,Detchd,360,Y,132000,97
20,6768,AllPub,8,CompShg,CBlock,Y,912,1,5,Detchd,288,Y,142000,47
20,8450,AllPub,5,CompShg,PConc,Y,1349,1,6,Attchd,539,Y,179000,7
80,12886,AllPub,6,CompShg,CBlock,Y,1464,1,6,Attchd,480,Y,175000,46
120,5395,AllPub,5,CompShg,PConc,Y,1337,1,5,Attchd,462,Y,180000,15
60,8963,AllPub,9,CompShg,CBlock,Y,2715,1,11,BuiltIn,831,Y,299800,32
60,8795,AllPub,5,CompShg,PConc,Y,2256,1,8,BuiltIn,554,Y,236000,9
70,11700,AllPub,7,CompShg,Stone,N,2640,1,8,Detchd,864,N,265979,129
20,10593,AllPub,5,CompShg,PConc,Y,1720,1,7,Attchd,527,Y,260400,14
50,8405,AllPub,3,CompShg,Slab,N,1529,1,9,Detchd,240,N,98000,64
50,8800,AllPub,7,CompShg,BrkTil,Y,1140,1,7,,0,N,96500,100
60,7750,AllPub,5,CompShg,PConc,Y,1320,1,6,Attchd,400,Y,162000,4
20,9236,AllPub,5,CompShg,PConc,Y,1494,1,6,Attchd,576,Y,217000,9
60,10240,AllPub,5,CompShg,PConc,Y,2098,1,8,Attchd,878,Y,275500,1
20,7930,AllPub,8,CompShg,CBlock,Y,1026,1,5,Detchd,440,Y,156000,40
160,3230,AllPub,5,CompShg,PConc,Y,1471,1,6,Detchd,440,Y,172500,10
60,10769,AllPub,5,CompShg,PConc,Y,1768,1,7,Attchd,578,Y,212000,2
60,11616,AllPub,5,CompShg,CBlock,Y,1386,1,6,Attchd,440,Y,158900,32
160,2280,AllPub,5,CompShg,PConc,Y,1501,1,6,Detchd,440,Y,179400,9
60,12257,AllPub,5,CompShg,PConc,Y,2531,1,9,Attchd,752,Y,290000,12
20,9100,AllPub,6,CompShg,CBlock,Y,864,1,5,Detchd,300,Y,127500,50
30,6911,AllPub,5,CompShg,PConc,Y,1301,1,5,Detchd,440,Y,100000,85
60,8640,AllPub,5,CompShg,PConc,Y,1547,1,7,Attchd,614,Y,215200,1
60,9430,AllPub,5,CompShg,PConc,Y,2365,1,8,Attchd,856,Y,337000,10
120,9549,AllPub,5,CompShg,PConc,Y,1494,1,6,Attchd,481,Y,270000,11
20,14587,AllPub,5,CompShg,PConc,Y,1506,1,6,Attchd,592,Y,264132,0
60,10421,AllPub,5,CompShg,CBlock,Y,1714,1,7,Attchd,496,Y,196500,22
50,12508,AllPub,7,CompShg,CBlock,Y,1750,1,7,Attchd,423,Y,160000,68
20,9100,AllPub,5,CompShg,PConc,Y,1836,1,8,Attchd,484,Y,216837,2
60,53504,AllPub,5,CompShg,PConc,Y,3279,1,12,BuiltIn,841,Y,538000,7
85,7252,AllPub,5,CompShg,CBlock,Y,858,1,5,Detchd,576,Y,134900,27
20,8877,AllPub,5,CompShg,CBlock,Y,1220,1,6,Detchd,396,Y,102000,55
80,7819,AllPub,5,CompShg,CBlock,Y,1117,1,6,Detchd,672,Y,107000,34
20,10150,AllPub,5,CompShg,CBlock,Y,912,1,5,Attchd,275,Y,114500,49
20,14226,AllPub,5,CompShg,PConc,Y,1973,1,9,Attchd,895,Y,395000,1
120,4500,AllPub,5,CompShg,PConc,Y,1204,1,5,Attchd,412,Y,162000,11
20,11210,AllPub,5,CompShg,PConc,Y,1614,1,7,Attchd,865,Y,221500,1
20,13350,AllPub,5,CompShg,CBlock,Y,894,1,5,Attchd,440,Y,142500,32
90,8400,AllPub,5,CompShg,Slab,Y,2020,2,10,Detchd,630,Y,144000,30
90,10530,AllPub,5,CompShg,CBlock,Y,1004,1,4,Attchd,504,Y,135000,29
20,7875,AllPub,5,CompShg,PConc,Y,1253,1,6,Attchd,402,Y,176000,12
60,7153,AllPub,5,CompShg,PConc,Y,1603,1,7,Attchd,484,Y,175900,14
20,16285,AllPub,5,CompShg,PConc,Y,1430,1,6,Attchd,605,Y,187100,8
85,9101,AllPub,6,CompShg,PConc,Y,1110,1,4,Attchd,602,Y,165500,31
75,6300,AllPub,6,CompShg,CBlock,Y,1484,1,9,,0,Y,128000,94
20,9790,AllPub,5,CompShg,CBlock,Y,1342,1,7,Attchd,457,Y,161500,42
50,10800,AllPub,6,CompShg,PConc,Y,1652,1,7,Detchd,416,Y,139000,95
60,10142,AllPub,5,CompShg,PConc,Y,2084,1,8,BuiltIn,618,Y,233000,6
20,6000,AllPub,7,CompShg,CBlock,Y,901,1,4,Detchd,281,Y,107900,54
60,12205,AllPub,8,CompShg,CBlock,Y,2087,1,9,Attchd,444,Y,187500,41
120,3182,AllPub,5,CompShg,PConc,Y,1145,1,5,Attchd,397,Y,160200,4
80,11333,AllPub,5,CompShg,PConc,Y,1062,1,5,Attchd,539,Y,146800,31
60,9920,AllPub,5,CompShg,PConc,Y,2013,1,8,Attchd,455,Y,269790,11
20,9158,AllPub,5,CompShg,PConc,Y,1496,1,7,Attchd,474,Y,225000,0
60,10832,AllPub,5,CompShg,PConc,Y,1895,1,7,Attchd,409,Y,194500,14
60,8400,AllPub,6,CompShg,CBlock,Y,1564,1,7,Attchd,476,Y,171000,30
20,8197,AllPub,5,CompShg,CBlock,Y,1285,1,7,Attchd,528,Y,143500,30
20,7677,AllPub,5,CompShg,CBlock,Y,773,1,4,Attchd,240,Y,110000,55
60,13518,AllPub,5,CompShg,PConc,Y,3140,1,11,BuiltIn,820,Y,485000,1
50,7200,AllPub,7,CompShg,BrkTil,Y,1768,1,7,Detchd,240,Y,175000,70
60,12798,AllPub,5,CompShg,PConc,Y,1688,1,8,Attchd,603,Y,200000,11
30,4800,AllPub,7,CompShg,CBlock,Y,1196,1,5,Detchd,440,Y,109900,91
60,8199,AllPub,5,CompShg,PConc,Y,1456,1,7,Attchd,410,Y,189000,3
60,13891,AllPub,5,CompShg,PConc,Y,2822,1,12,BuiltIn,1020,Y,582933,1
20,9000,AllPub,5,CompShg,CBlock,Y,1128,1,5,Attchd,286,Y,118000,52
20,12274,AllPub,5,CompShg,PConc,Y,1428,1,6,Attchd,554,Y,227680,0
80,9750,AllPub,5,CompShg,PConc,Y,980,1,6,Attchd,384,Y,135500,39
70,21384,AllPub,6,CompShg,CBlock,Y,1576,1,6,Attchd,528,Y,223500,86
80,13400,AllPub,5,CompShg,CBlock,Y,1086,1,6,Attchd,484,Y,159950,40
75,8100,AllPub,5,CompShg,PConc,N,2138,3,11,Detchd,360,N,106000,111
20,10140,AllPub,6,CompShg,CBlock,Y,1309,1,5,Attchd,484,Y,181000,32
120,4438,AllPub,5,CompShg,PConc,Y,848,1,4,Attchd,420,Y,144500,4
20,8712,AllPub,5,CompShg,CBlock,N,1044,1,4,Basment,504,N,55993,58
20,9750,AllPub,6,CompShg,CBlock,Y,1442,1,7,Attchd,301,Y,157900,49
50,8248,AllPub,7,CompShg,BrkTil,Y,1250,1,7,Detchd,280,P,116000,88
20,12137,AllPub,5,CompShg,PConc,Y,1661,1,6,Attchd,598,Y,224900,12
20,11425,AllPub,6,CompShg,CBlock,Y,1008,1,4,Attchd,275,Y,137000,52
20,13265,AllPub,5,CompShg,PConc,Y,1689,1,7,Attchd,857,Y,271000,6
80,8816,AllPub,7,CompShg,CBlock,Y,1052,1,6,Attchd,440,Y,155000,39
120,6371,AllPub,5,CompShg,PConc,Y,1358,1,6,Attchd,484,Y,224000,1
60,7226,AllPub,5,CompShg,PConc,Y,1640,1,6,Attchd,595,Y,183000,5
20,6000,AllPub,4,CompShg,CBlock,N,936,1,4,Detchd,576,Y,93000,56
60,12394,AllPub,5,CompShg,PConc,Y,1733,1,7,BuiltIn,433,Y,225000,4
50,9900,AllPub,7,CompShg,BrkTil,Y,1489,1,7,Detchd,240,Y,139500,69
20,11216,AllPub,5,CompShg,PConc,Y,1489,1,7,Attchd,776,Y,232600,0
20,14803,AllPub,5,CompShg,PConc,Y,2084,1,7,Attchd,1220,Y,385000,1
45,6130,AllPub,6,CompShg,BrkTil,Y,784,1,5,,0,Y,109500,84
20,8529,AllPub,5,CompShg,PConc,Y,1434,1,6,Attchd,527,Y,189000,8
60,28698,AllPub,5,Tar&Grv,PConc,Y,2126,1,7,Attchd,538,Y,185000,42
160,2544,AllPub,5,CompShg,PConc,Y,1223,1,4,Detchd,480,Y,147400,1
20,11900,AllPub,5,CompShg,CBlock,Y,1392,1,6,Attchd,458,Y,166000,51
160,3180,AllPub,5,CompShg,PConc,Y,1200,1,4,Detchd,480,Y,151000,1
60,9548,AllPub,6,CompShg,PConc,Y,1829,1,7,Attchd,613,Y,237000,7
20,10004,AllPub,6,CompShg,CBlock,Y,1516,1,6,Attchd,472,Y,167000,45
20,7875,AllPub,6,CompShg,CBlock,Y,1144,1,6,Attchd,456,Y,139950,47
20,9600,AllPub,7,CompShg,CBlock,Y,1067,1,4,Attchd,436,Y,128000,60
30,8100,AllPub,6,CompShg,BrkTil,Y,1559,1,5,Detchd,812,Y,153500,59
160,1680,AllPub,5,CompShg,CBlock,Y,987,1,5,Detchd,264,Y,100000,35
20,9525,AllPub,6,CompShg,PConc,Y,1099,1,6,Attchd,352,Y,144000,13
50,11767,AllPub,6,CompShg,CBlock,Y,1200,1,6,Detchd,240,Y,130500,62
70,12155,AllPub,8,CompShg,BrkTil,N,1482,1,7,Detchd,400,P,140000,83
70,10440,AllPub,8,CompShg,PConc,Y,1539,1,8,Detchd,686,P,157500,104
80,9020,AllPub,7,CompShg,CBlock,Y,1165,1,6,Attchd,490,Y,174900,42
90,8000,AllPub,4,CompShg,CBlock,N,1800,2,10,,0,Y,141000,46
50,12665,AllPub,8,CompShg,BrkTil,Y,1416,1,7,Detchd,720,Y,153900,93
85,16647,AllPub,5,CompShg,CBlock,Y,1701,1,6,Basment,611,Y,171000,32
60,9317,AllPub,5,CompShg,PConc,Y,1775,1,7,Attchd,425,Y,213000,16
20,15523,AllPub,6,CompShg,CBlock,Y,864,1,5,Attchd,338,Y,133500,37
50,45600,AllPub,8,CompShg,BrkTil,Y,2358,1,10,Detchd,360,Y,240000,100
80,9600,AllPub,7,CompShg,CBlock,Y,1855,1,7,Attchd,512,Y,187000,31
120,4435,AllPub,5,CompShg,PConc,Y,848,1,3,Attchd,420,Y,131500,4
120,3196,AllPub,5,CompShg,PConc,Y,1456,1,7,Attchd,400,Y,215000,3
75,7128,AllPub,5,CompShg,CBlock,Y,1646,1,7,Detchd,240,Y,164000,66
80,12095,AllPub,6,CompShg,CBlock,Y,1445,1,7,Attchd,645,Y,158000,45
20,17920,AllPub,4,CompShg,CBlock,Y,1779,1,6,Attchd,454,Y,170000,51
20,6897,AllPub,8,CompShg,CBlock,Y,1040,1,6,Detchd,260,Y,127000,48
80,10970,AllPub,6,CompShg,CBlock,Y,1026,1,5,Detchd,576,Y,147000,30
60,8125,AllPub,5,CompShg,PConc,Y,1481,1,6,Attchd,343,Y,174000,15
20,10400,AllPub,5,CompShg,CBlock,Y,1370,1,6,Attchd,479,Y,152000,33
60,11029,AllPub,7,CompShg,CBlock,Y,2654,1,9,Attchd,619,Y,250000,38
50,7642,AllPub,8,CompShg,BrkTil,Y,1426,1,7,Detchd,216,Y,189950,89
190,11625,AllPub,4,CompShg,PConc,Y,1039,1,6,Attchd,504,Y,131500,45
20,9672,AllPub,5,CompShg,PConc,Y,1097,1,6,Attchd,480,Y,152000,26
20,7931,AllPub,5,CompShg,CBlock,Y,1148,1,6,Attchd,672,Y,132500,50
20,8640,AllPub,5,CompShg,PConc,Y,1372,1,6,Attchd,529,Y,250580,1
20,8750,AllPub,6,CompShg,CBlock,Y,1002,1,5,Detchd,902,Y,148500,39
20,10656,AllPub,5,CompShg,PConc,Y,1646,1,6,Attchd,870,Y,248900,1
20,6970,AllPub,5,CompShg,CBlock,Y,1120,1,5,Attchd,544,Y,129000,46
60,14762,AllPub,6,CompShg,Slab,Y,2320,1,7,Attchd,672,P,169000,58
60,9938,AllPub,5,CompShg,PConc,Y,1949,1,8,Attchd,574,Y,236000,17
20,6600,AllPub,5,CompShg,CBlock,N,894,1,5,Detchd,308,Y,109500,47
60,8750,AllPub,5,CompShg,PConc,Y,1682,1,7,Attchd,523,Y,200500,12
20,8892,AllPub,7,CompShg,Stone,Y,910,1,5,Attchd,414,Y,116000,55
40,12144,AllPub,7,CompShg,CBlock,Y,1268,1,6,Attchd,288,Y,133000,60
50,5720,AllPub,6,CompShg,CBlock,Y,1131,1,5,Detchd,200,Y,66500,68
60,9000,AllPub,5,CompShg,PConc,Y,2610,1,11,BuiltIn,550,Y,303477,0
20,25286,AllPub,5,CompShg,PConc,Y,1040,1,5,Attchd,648,Y,132250,44
60,8834,AllPub,5,CompShg,PConc,Y,2224,1,10,Attchd,738,Y,350000,5
85,11782,AllPub,7,CompShg,CBlock,Y,1155,1,6,Detchd,576,Y,148000,49
20,7000,AllPub,8,CompShg,CBlock,Y,864,1,6,Attchd,336,Y,136500,31
20,7024,AllPub,5,CompShg,PConc,Y,1090,1,5,Attchd,450,Y,157000,2
50,13758,AllPub,5,CompShg,CBlock,Y,1717,1,7,Attchd,400,Y,187500,17
60,9636,AllPub,5,CompShg,PConc,Y,1593,1,7,BuiltIn,389,Y,178000,17
75,6204,AllPub,5,CompShg,PConc,N,2230,1,10,Detchd,440,Y,118500,94
20,7150,AllPub,5,CompShg,CBlock,Y,892,1,5,Attchd,288,Y,100000,42
120,5119,AllPub,5,CompShg,PConc,Y,1709,1,5,Attchd,506,Y,328900,9
90,8393,AllPub,5,CompShg,CBlock,Y,1712,2,8,Attchd,588,Y,145000,47
50,16466,AllPub,7,CompShg,PConc,Y,1393,1,8,Attchd,300,Y,135500,53
20,15865,AllPub,6,Tar&Grv,PConc,Y,2217,1,8,Attchd,621,Y,268000,37
20,12160,AllPub,4,CompShg,CBlock,Y,1505,1,6,Attchd,505,Y,149500,56
50,8064,AllPub,7,CompShg,CBlock,Y,924,1,6,Detchd,576,Y,122900,58
60,11184,AllPub,5,CompShg,CBlock,Y,1683,1,7,Attchd,440,Y,172500,31
20,8414,AllPub,8,CompShg,CBlock,Y,1068,1,6,Attchd,264,Y,154500,43
20,13284,AllPub,5,CompShg,PConc,Y,1383,1,6,Attchd,354,Y,165000,54
90,7018,AllPub,5,CompShg,Slab,Y,1535,2,8,Attchd,400,Y,118858,30
60,7056,AllPub,5,CompShg,CBlock,Y,1796,1,8,Attchd,483,Y,140000,45
30,8765,AllPub,6,CompShg,BrkTil,N,951,1,6,Detchd,327,Y,106500,70
90,7018,AllPub,5,CompShg,Slab,Y,2240,2,12,Detchd,528,Y,142953,30
